# rhoc (cgs) 	 Pc (cgs) 	 R (km) 	 M (msol) 	 R_core (km) 	 M_core (msol) 	 I/(MR^2) 	 I_crust/(M_crust R_crust^2)/(I/(MR^2)) 	 k_2 	 Lambda 
 2.30000000e+14  1.35527273e+33  3.69625610e+03  2.00562180e-01  5.25360000e+00  4.28319621e-02  1.25794103e-01  9.99998771e-01 -9.28327704e-05 -1.87428123e+16 
 2.45036356e+14  1.55504484e+33  1.74971100e+02  7.61264880e-02  5.39560000e+00  4.82311589e-02  2.07136032e-03  8.96444880e-01  2.49655631e-04  1.52076595e+12 
 2.60072712e+14  1.77016907e+33  7.97181000e+01  7.89274037e-02  5.52260000e+00  5.36777807e-02  3.83150201e-03  6.98603937e-01  1.44148631e-04  1.43887979e+10 
 2.75109067e+14  2.00122470e+33  5.23111000e+01  8.27422266e-02  5.63760000e+00  5.91808334e-02  7.18833001e-03  5.93494962e-01  1.48731469e-04  1.42660746e+09 
 2.90145423e+14  2.42662510e+33  3.35331000e+01  9.05532117e-02  5.82160000e+00  6.91715427e-02  1.55610874e-02  4.83898693e-01  3.09483502e-04  2.04670434e+08 
 3.05181779e+14  2.86755900e+33  2.54641000e+01  9.94126789e-02  5.99360000e+00  7.96556232e-02  2.60405881e-02  4.08404629e-01  8.02408851e-04  8.40227441e+07 
 3.20218135e+14  3.36150238e+33  2.08801000e+01  1.09692597e-01  6.16360000e+00  9.12571281e-02  3.84340784e-02  3.47279256e-01  1.88865048e-03  4.48225186e+07 
 3.35254490e+14  3.91078371e+33  1.80151000e+01  1.21279395e-01  6.33260000e+00  1.03975435e-01  5.20372208e-02  2.96389222e-01  3.80427497e-03  2.61269404e+07 
 3.50290846e+14  4.51868639e+33  1.61021000e+01  1.34102614e-01  6.49760000e+00  1.17742204e-01  6.62820540e-02  2.54360534e-01  6.70318179e-03  1.58882389e+07 
 3.65327202e+14  5.18900172e+33  1.47621000e+01  1.48116481e-01  6.65960000e+00  1.32577825e-01  8.07467410e-02  2.19254715e-01  1.06364877e-02  9.93322825e+06 
 3.80363558e+14  5.92395604e+33  1.37931000e+01  1.63250953e-01  6.81760000e+00  1.48430824e-01  9.50752041e-02  1.89977876e-01  1.55386461e-02  6.35348996e+06 
