# rhoc (cgs) 	 Pc (cgs) 	 R (km) 	 M (msol) 	 R_core (km) 	 M_core (msol) 	 I/(MR^2) 	 I_crust/(M_crust R_crust^2)/(I/(MR^2)) 	 k_2 	 Lambda 
 2.30000000e+14  1.23519200e+33  1.22873210e+03  9.87002566e-02  5.58360000e+00  4.29354718e-02  1.61555128e-02  9.99806198e-01 -2.74913906e-04 -7.80655998e+15 
 2.41572748e+14  1.32618343e+33  4.76346100e+02  8.87108388e-02  5.62560000e+00  4.48830066e-02  4.04917718e-03  9.93962042e-01  8.82356741e-04  3.74060825e+14 
 2.53145496e+14  1.41941742e+33  2.81208100e+02  8.70317846e-02  5.66160000e+00  4.67240240e-02  2.63174563e-03  9.71517698e-01  4.56810378e-04  1.52775610e+13 
 2.64718244e+14  1.51497817e+33  1.98272100e+02  8.66331915e-02  5.69360000e+00  4.84859480e-02  2.40499714e-03  9.34277166e-01  3.09191039e-04  1.84366385e+12 
 2.76290991e+14  1.60544412e+33  1.55927100e+02  8.66579696e-02  5.71760000e+00  5.00172079e-02  2.52010945e-03  8.95060200e-01  2.46203633e-04  4.40989550e+11 
 2.87863739e+14  1.61220219e+33  1.53730100e+02  8.66669984e-02  5.71960000e+00  5.01252392e-02  2.53428170e-03  8.92387729e-01  2.43178324e-04  4.05526288e+11 
 2.99436487e+14  1.63795475e+33  1.47032100e+02  8.66953182e-02  5.72460000e+00  5.04590129e-02  2.58420005e-03  8.83843715e-01  2.34116127e-04  3.11948058e+11 
 3.11009235e+14  1.66424067e+33  1.41607100e+02  8.67179772e-02  5.72760000e+00  5.07396934e-02  2.63279044e-03  8.76448168e-01  2.26942801e-04  2.50244326e+11 
 3.22581983e+14  1.68997549e+33  1.37357100e+02  8.67324944e-02  5.73060000e+00  5.09886974e-02  2.67645577e-03  8.70233722e-01  2.21423352e-04  2.09477886e+11 
 3.34154731e+14  1.71517341e+33  1.33999100e+02  8.67385757e-02  5.73160000e+00  5.11824478e-02  2.71460094e-03  8.65160147e-01  2.17126437e-04  1.81438339e+11 
 3.45727478e+14  1.73987853e+33  1.31331100e+02  8.67365483e-02  5.73260000e+00  5.13529152e-02  2.74714460e-03  8.60925972e-01  2.13713588e-04  1.61520537e+11 
 3.57300226e+14  1.76411153e+33  1.29208100e+02  8.67270442e-02  5.73360000e+00  5.15032385e-02  2.77431873e-03  8.57399830e-01  2.11011914e-04  1.47079225e+11 
 3.68872974e+14  1.78789217e+33  1.27523100e+02  8.67108352e-02  5.73260000e+00  5.16079924e-02  2.79646809e-03  8.54632450e-01  2.08861698e-04  1.36459774e+11 
 3.80445722e+14  1.81125176e+33  1.26193100e+02  8.66887259e-02  5.73260000e+00  5.17115937e-02  2.81407135e-03  8.52298424e-01  2.07150687e-04  1.28593704e+11 
 3.92018470e+14  1.83419973e+33  1.25157100e+02  8.66615099e-02  5.73160000e+00  5.17878354e-02  2.82753053e-03  8.50484390e-01  2.05791483e-04  1.22784056e+11 
 4.03591218e+14  1.85676232e+33  1.24366100e+02  8.66299242e-02  5.73060000e+00  5.18524285e-02  2.83727165e-03  8.49047686e-01  2.04724346e-04  1.18551834e+11 
 4.15163966e+14  1.87895718e+33  1.23780100e+02  8.65946399e-02  5.72860000e+00  5.18927610e-02  2.84377169e-03  8.48019399e-01  2.03903840e-04  1.15556100e+11 
 4.26736713e+14  1.90079287e+33  1.23368100e+02  8.65562739e-02  5.72660000e+00  5.19240482e-02  2.84742278e-03  8.47274459e-01  2.03291839e-04  1.13555963e+11 
 4.38309461e+14  1.92229397e+33  1.23106100e+02  8.65153579e-02  5.72460000e+00  5.19473713e-02  2.84851117e-03  8.46775102e-01  2.02844599e-04  1.12373433e+11 
 4.49882209e+14  1.94346782e+33  1.22971100e+02  8.64723844e-02  5.72260000e+00  5.19636235e-02  2.84746814e-03  8.46490044e-01  2.02556663e-04  1.11877572e+11 
 4.61454957e+14  1.96432949e+33  1.22947100e+02  8.64277729e-02  5.72060000e+00  5.19736082e-02  2.84452645e-03  8.46392163e-01  2.02398687e-04  1.11969801e+11 
 4.73027705e+14  1.98489526e+33  1.23020100e+02  8.63818763e-02  5.71860000e+00  5.19780167e-02  2.83993554e-03  8.46458667e-01  2.02345199e-04  1.12571511e+11 
 4.84600453e+14  2.00516696e+33  1.23177100e+02  8.63350479e-02  5.71660000e+00  5.19774586e-02  2.83395989e-03  8.46669062e-01  2.02394559e-04  1.13626967e+11 
 4.96173201e+14  2.02516480e+33  1.23407100e+02  8.62875405e-02  5.71360000e+00  5.19585348e-02  2.82684437e-03  8.47089570e-01  2.02540423e-04  1.15090738e+11 
 5.07745948e+14  2.04489524e+33  1.23703100e+02  8.62396033e-02  5.71160000e+00  5.19496078e-02  2.81869144e-03  8.47538395e-01  2.02764451e-04  1.16930918e+11 
 5.19318696e+14  2.06436600e+33  1.24057100e+02  8.61914514e-02  5.70860000e+00  5.19232253e-02  2.80968125e-03  8.48168311e-01  2.03049545e-04  1.19112559e+11 
 5.30891444e+14  2.08359117e+33  1.24462100e+02  8.61432517e-02  5.70660000e+00  5.19076106e-02  2.79998177e-03  8.48802146e-01  2.03395855e-04  1.21615742e+11 
 5.42464192e+14  2.10257283e+33  1.24912100e+02  8.60951754e-02  5.70460000e+00  5.18891617e-02  2.78972885e-03  8.49512394e-01  2.03805521e-04  1.24426475e+11 
 5.54036940e+14  2.12132362e+33  1.25403100e+02  8.60473452e-02  5.70160000e+00  5.18542928e-02  2.77899251e-03  8.50371666e-01  2.04259579e-04  1.27527779e+11 
 5.65609688e+14  2.13985125e+33  1.25929100e+02  8.59998691e-02  5.69960000e+00  5.18310415e-02  2.76794484e-03  8.51208441e-01  2.04776589e-04  1.30915247e+11 
 5.77182435e+14  2.15815830e+33  1.26489100e+02  8.59528548e-02  5.69660000e+00  5.17918836e-02  2.75654608e-03  8.52178145e-01  2.05314129e-04  1.34570913e+11 
