# rhoc (cgs) 	 Pc (cgs) 	 R (km) 	 M (msol) 	 R_core (km) 	 M_core (msol) 	 I/(MR^2) 	 I_crust/(M_crust R_crust^2)/(I/(MR^2)) 	 k_2 	 Lambda 
 2.30000000e+14  1.33299792e+33  2.93263810e+03  5.73120973e-01  3.62660000e+00  1.96409333e-02  1.16976539e-01  9.99999826e-01 -8.60347071e-02 -2.86617643e+16 
 2.32862345e+14  1.40017219e+33  3.35494510e+03  5.04564874e-01  3.73160000e+00  2.15753297e-02  1.27445623e-01  9.99999839e-01 -6.85056195e-03 -8.45544754e+15 
 2.35724690e+14  1.47112609e+33  3.82424310e+03  3.56225698e-01  3.83660000e+00  2.36432088e-02  1.36719914e-01  9.99999811e-01  1.61763657e-03  2.19053687e+16 
 2.38587034e+14  1.54582644e+33  1.80061610e+03  1.02551270e-01  3.94060000e+00  2.58330747e-02  3.33388845e-02  9.99985994e-01  5.93114109e-05  9.39955001e+15 
 2.41449379e+14  1.62464222e+33  3.83021100e+02  8.17877014e-02  4.04560000e+00  2.81828777e-02  3.15782614e-03  9.95291892e-01  6.84758819e-04  1.46480393e+14 
 2.44311724e+14  1.70774555e+33  1.87614100e+02  8.10936165e-02  4.14960000e+00  3.06664375e-02  2.24769596e-03  9.68190325e-01  2.86140673e-04  1.80111731e+12 
 2.47174069e+14  1.79503708e+33  1.20020100e+02  8.19265344e-02  4.25360000e+00  3.33030156e-02  2.69462702e-03  9.26812109e-01  1.95023386e-04  1.24968936e+11 
 2.50036414e+14  1.88682635e+33  8.68141000e+01  8.33748550e-02  4.35660000e+00  3.60806791e-02  3.71004113e-03  8.86596347e-01  1.63121722e-04  1.89607736e+10 
 2.52898758e+14  1.98733369e+33  6.67941000e+01  8.53107877e-02  4.46460000e+00  3.91633056e-02  5.25263784e-03  8.49335913e-01  1.54608377e-04  4.31988468e+09 
 2.55761103e+14  2.08847254e+33  5.44721000e+01  8.74937411e-02  4.56760000e+00  4.22814381e-02  7.16514287e-03  8.17100175e-01  1.62898726e-04  1.44701064e+09 
 2.58623448e+14  2.18961140e+33  4.62491000e+01  8.98392706e-02  4.66560000e+00  4.54137336e-02  9.37104316e-03  7.88347955e-01  1.87013904e-04  6.42136886e+08 
 2.61485793e+14  2.30474544e+33  3.97251000e+01  9.26592975e-02  4.77160000e+00  4.89927707e-02  1.21769380e-02  7.58542974e-01  2.36779074e-04  3.25680440e+08 
 2.64348138e+14  2.42085614e+33  3.50041000e+01  9.56325849e-02  4.87360000e+00  5.26264764e-02  1.52653649e-02  7.30740762e-01  3.16290960e-04  1.97342336e+08 
 2.67210483e+14  2.53696684e+33  3.14781000e+01  9.87044503e-02  4.97060000e+00  5.62660683e-02  1.85541565e-02  7.04880007e-01  4.31151555e-04  1.35069478e+08 
 2.70072827e+14  2.66872341e+33  2.84331000e+01  1.02289048e-01  5.07660000e+00  6.04379021e-02  2.24739140e-02  6.77205868e-01  6.11695452e-04  9.64004368e+07 
 2.72935172e+14  2.80141478e+33  2.60671000e+01  1.05989715e-01  5.17760000e+00  6.46344681e-02  2.65737797e-02  6.51347108e-01  8.55003226e-04  7.30602410e+07 
 2.75797517e+14  2.93410615e+33  2.41981000e+01  1.09759475e-01  5.27460000e+00  6.88553455e-02  3.07711249e-02  6.27009382e-01  1.16561741e-03  5.76528314e+07 
 2.78659862e+14  2.96405820e+33  2.38341000e+01  1.10608060e-01  5.29560000e+00  6.97964154e-02  3.17165263e-02  6.21805584e-01  1.24454567e-03  5.49084426e+07 
 2.81522207e+14  2.98836234e+33  2.35601000e+01  1.11274960e-01  5.31160000e+00  7.05260425e-02  3.24597527e-02  6.17859096e-01  1.30896831e-03  5.28927237e+07 
 2.84384551e+14  3.06150720e+33  2.28081000e+01  1.13243104e-01  5.35860000e+00  7.26954627e-02  3.46513316e-02  6.06293672e-01  1.51125176e-03  4.75654833e+07 
 2.87246896e+14  3.13781601e+33  2.21081000e+01  1.15279280e-01  5.40560000e+00  7.49253366e-02  3.69164809e-02  5.94820194e-01  1.74007775e-03  4.28684569e+07 
 2.90109241e+14  3.21518232e+33  2.14741000e+01  1.17325375e-01  5.45260000e+00  7.71916510e-02  3.91841492e-02  5.83385799e-01  1.98968989e-03  3.88122549e+07 
 2.92971586e+14  3.29360954e+33  2.08961000e+01  1.19380652e-01  5.49760000e+00  7.94335235e-02  4.14562861e-02  5.72558615e-01  2.26090255e-03  3.52782215e+07 
 2.95833931e+14  3.37310105e+33  2.03691000e+01  1.21444511e-01  5.54160000e+00  8.16791393e-02  4.37216052e-02  5.62052553e-01  2.55264374e-03  3.21757243e+07 
 2.98696275e+14  3.45372097e+33  1.98841000e+01  1.23518020e-01  5.58460000e+00  8.39279039e-02  4.59901764e-02  5.51867922e-01  2.86667806e-03  2.94323805e+07 
 3.01558620e+14  3.53562386e+33  1.94371000e+01  1.25604492e-01  5.62660000e+00  8.61802622e-02  4.82562814e-02  5.42008664e-01  3.20249082e-03  2.69890607e+07 
 3.04420965e+14  3.61860412e+33  1.90251000e+01  1.27698146e-01  5.66860000e+00  8.84650001e-02  5.05111827e-02  5.32161574e-01  3.55890503e-03  2.48082746e+07 
 3.07283310e+14  3.70266496e+33  1.86431000e+01  1.29798652e-01  5.70860000e+00  9.07165235e-02  5.27596049e-02  5.22934961e-01  3.93679254e-03  2.28533904e+07 
 3.10145655e+14  3.78780956e+33  1.82891000e+01  1.31905710e-01  5.74860000e+00  9.29988397e-02  5.49933221e-02  5.13714318e-01  4.33464188e-03  2.10943087e+07 
 3.13008000e+14  3.87404108e+33  1.79591000e+01  1.34019057e-01  5.78760000e+00  9.52782803e-02  5.72180627e-02  5.04806181e-01  4.75346404e-03  1.95060191e+07 
 3.15870344e+14  3.96144348e+33  1.76511000e+01  1.36140394e-01  5.82560000e+00  9.75545003e-02  5.94306121e-02  4.96214358e-01  5.19250473e-03  1.80662968e+07 
 3.18732689e+14  4.05014036e+33  1.73631000e+01  1.38272319e-01  5.86260000e+00  9.98275561e-02  6.16296139e-02  4.87944996e-01  5.65125637e-03  1.67561212e+07 
 3.21595034e+14  4.13993650e+33  1.70931000e+01  1.40409767e-01  5.89960000e+00  1.02129090e-01  6.38148301e-02  4.79669787e-01  6.12951678e-03  1.55636762e+07 
 3.24457379e+14  4.23083488e+33  1.68391000e+01  1.42552562e-01  5.93560000e+00  1.04423605e-01  6.59885305e-02  4.71706811e-01  6.62760869e-03  1.44758634e+07 
 3.27319724e+14  4.32283849e+33  1.66011000e+01  1.44700546e-01  5.97060000e+00  1.06709837e-01  6.81387698e-02  4.64057493e-01  7.14220942e-03  1.34813825e+07 
 3.30182068e+14  4.41595024e+33  1.63771000e+01  1.46853553e-01  6.00560000e+00  1.09022948e-01  7.02700887e-02  4.56396142e-01  7.67395339e-03  1.25704333e+07 
 3.33044413e+14  4.51029030e+33  1.61651000e+01  1.49014109e-01  6.03960000e+00  1.11327465e-01  7.23897702e-02  4.49052018e-01  8.22438521e-03  1.17334804e+07 
 3.35906758e+14  4.60591865e+33  1.59651000e+01  1.51183262e-01  6.07360000e+00  1.13659979e-01  7.44887886e-02  4.41699056e-01  8.79056459e-03  1.09628838e+07 
 3.38769103e+14  4.70266681e+33  1.57751000e+01  1.53356942e-01  6.10660000e+00  1.15980937e-01  7.65764456e-02  4.34658568e-01  9.37484734e-03  1.02535908e+07 
 3.41631448e+14  4.80053755e+33  1.55961000e+01  1.55535022e-01  6.13860000e+00  1.18289129e-01  7.86348744e-02  4.27931706e-01  9.97130077e-03  9.59973584e+06 
 3.44493792e+14  4.89953364e+33  1.54251000e+01  1.57717399e-01  6.17060000e+00  1.20621738e-01  8.06862354e-02  4.21186368e-01  1.05863237e-02  8.99612458e+06 
 3.47356137e+14  4.99965779e+33  1.52641000e+01  1.59903964e-01  6.20160000e+00  1.22939944e-01  8.27027123e-02  4.14754929e-01  1.12103382e-02  8.43814441e+06 
 3.50218482e+14  5.10108405e+33  1.51101000e+01  1.62098293e-01  6.23260000e+00  1.25283657e-01  8.47098196e-02  4.08309486e-01  1.18511108e-02  7.92085256e+06 
 3.53080827e+14  5.20377348e+33  1.49631000e+01  1.64299278e-01  6.26260000e+00  1.27612776e-01  8.67019580e-02  4.02183168e-01  1.25063915e-02  7.44097790e+06 
 3.55943172e+14  5.30760199e+33  1.48231000e+01  1.66504062e-01  6.29260000e+00  1.29964652e-01  8.86730494e-02  3.96034619e-01  1.31735480e-02  6.99587710e+06 
 3.58805517e+14  5.41257215e+33  1.46901000e+01  1.68712557e-01  6.32160000e+00  1.32298919e-01  9.06172321e-02  3.90200606e-01  1.38496998e-02  6.58256957e+06 
 3.61667861e+14  5.51868655e+33  1.45631000e+01  1.70924677e-01  6.35060000e+00  1.34655101e-01  9.25412087e-02  3.84343302e-01  1.45366479e-02  6.19837665e+06 
