# rhoc (cgs) 	 Pc (cgs) 	 R (km) 	 M (msol) 	 R_core (km) 	 M_core (msol) 	 I/(MR^2) 	 I_crust/(M_crust R_crust^2)/(I/(MR^2)) 	 k_2 	 Lambda 
 2.30000000e+14  1.26003561e+33  3.69603210e+03  4.11645221e-01  3.42860000e+00  1.61109743e-02  1.31985044e-01  9.99999902e-01 -1.30437242e-03 -7.22825174e+15 
 2.33441279e+14  1.31317202e+33  3.80033910e+03  3.02667905e-01  3.51460000e+00  1.75042265e-02  1.30248862e-01  9.99999854e-01 -2.56105852e-04 -7.59045440e+15 
 2.36882558e+14  1.37177877e+33  2.76643810e+03  1.44797864e-01  3.60360000e+00  1.90413245e-02  7.39344826e-02  9.99998839e-01  1.44069146e-04  3.48283883e+16 
 2.40323837e+14  1.43038551e+33  9.68816100e+02  9.19136553e-02  3.68860000e+00  2.05961838e-02  1.07621390e-02  9.99884028e-01  6.19313536e-04  7.65218569e+15 
 2.43765116e+14  1.49322759e+33  4.43910100e+02  8.59703815e-02  3.77360000e+00  2.22512151e-02  3.70096728e-03  9.98060551e-01  8.50827469e-04  2.96579238e+14 
 2.47206395e+14  1.55862247e+33  2.68386100e+02  8.46572960e-02  3.85760000e+00  2.39817947e-02  2.51391698e-03  9.91076772e-01  4.28210263e-04  1.30227764e+13 
 2.50647674e+14  1.62508744e+33  1.87670100e+02  8.44517528e-02  3.93760000e+00  2.57290388e-02  2.34484999e-03  9.78100185e-01  2.88399209e-04  1.48420719e+12 
 2.54088953e+14  1.69789822e+33  1.39730100e+02  8.47515719e-02  4.02160000e+00  2.76592636e-02  2.57980059e-03  9.59923558e-01  2.21089788e-04  2.55769115e+11 
 2.57530232e+14  1.77070900e+33  1.10762100e+02  8.53483204e-02  4.10160000e+00  2.95956061e-02  3.06151555e-03  9.40664622e-01  1.87310634e-04  6.54804755e+10 
 2.60971511e+14  1.84884488e+33  9.04241000e+01  8.61967627e-02  4.18260000e+00  3.16643891e-02  3.77587134e-03  9.20562166e-01  1.68416502e-04  2.03197902e+10 
 2.64412791e+14  1.92969008e+33  7.59431000e+01  8.72355099e-02  4.26160000e+00  3.37939351e-02  4.69190880e-03  9.00872459e-01  1.59564801e-04  7.57670820e+09 
 2.67854070e+14  2.01208655e+33  6.53381000e+01  8.84188327e-02  4.33960000e+00  3.59875515e-02  5.78297639e-03  8.81742394e-01  1.58295926e-04  3.31243023e+09 
 2.71295349e+14  2.10158560e+33  5.68131000e+01  8.98166629e-02  4.41860000e+00  3.83381881e-02  7.12701732e-03  8.62128920e-01  1.64426458e-04  1.58124055e+09 
 2.74736628e+14  2.19108465e+33  5.03531000e+01  9.13087722e-02  4.49560000e+00  4.07204140e-02  8.61612390e-03  8.43123553e-01  1.78309980e-04  8.63599895e+08 
 2.78177907e+14  2.22078982e+33  4.85501000e+01  9.18206428e-02  4.51960000e+00  4.14946351e-02  9.13784720e-03  8.37079958e-01  1.84703952e-04  7.24925817e+08 
 2.81619186e+14  2.22407564e+33  4.83691000e+01  9.18748497e-02  4.52260000e+00  4.15857311e-02  9.19339545e-03  8.36381330e-01  1.85432209e-04  7.12213789e+08 
 2.85060465e+14  2.22736147e+33  4.81981000e+01  9.19262827e-02  4.52460000e+00  4.16558953e-02  9.24635166e-03  8.35832101e-01  1.86131475e-04  7.00388969e+08 
 2.88501744e+14  2.25841592e+33  4.66981000e+01  9.23978267e-02  4.54660000e+00  4.23748318e-02  9.73491235e-03  8.30304983e-01  1.92946847e-04  6.04217554e+08 
 2.91943023e+14  2.28965035e+33  4.53251000e+01  9.28626027e-02  4.56760000e+00  4.30764656e-02  1.02231377e-02  8.24961015e-01  2.00424718e-04  5.27241101e+08 
 2.95384302e+14  2.32094263e+33  4.40711000e+01  9.33185195e-02  4.58760000e+00  4.37589073e-02  1.07072531e-02  8.19808197e-01  2.08463247e-04  4.65080497e+08 
 2.98825581e+14  2.35229219e+33  4.29201000e+01  9.37661229e-02  4.60660000e+00  4.44212460e-02  1.11874754e-02  8.14850512e-01  2.17068360e-04  4.14227316e+08 
 3.02266860e+14  2.38369845e+33  4.18601000e+01  9.42049454e-02  4.62560000e+00  4.50840988e-02  1.16632018e-02  8.09926564e-01  2.26214258e-04  3.72152680e+08 
 3.05708139e+14  2.41516086e+33  4.08801000e+01  9.46349658e-02  4.64360000e+00  4.57266292e-02  1.21344091e-02  8.05186910e-01  2.35894756e-04  3.36967695e+08 
 3.09149418e+14  2.44667890e+33  3.99731000e+01  9.50563708e-02  4.66060000e+00  4.63483609e-02  1.25996816e-02  8.00633567e-01  2.46033160e-04  3.07252219e+08 
 3.12590697e+14  2.47825201e+33  3.91301000e+01  9.54691484e-02  4.67760000e+00  4.69702094e-02  1.30595188e-02  7.96101483e-01  2.56643775e-04  2.81928293e+08 
 3.16031976e+14  2.50987970e+33  3.83441000e+01  9.58735345e-02  4.69260000e+00  4.75493796e-02  1.35140282e-02  7.91922167e-01  2.67718907e-04  2.60163565e+08 
 3.19473255e+14  2.54156144e+33  3.76101000e+01  9.62695882e-02  4.70860000e+00  4.81497139e-02  1.39625488e-02  7.87592613e-01  2.79213557e-04  2.41313574e+08 
 3.22914534e+14  2.57329675e+33  3.69231000e+01  9.66572827e-02  4.72360000e+00  4.87284638e-02  1.44048958e-02  7.83445067e-01  2.91104816e-04  2.24872135e+08 
 3.26355813e+14  2.60508513e+33  3.62791000e+01  9.70367067e-02  4.73760000e+00  4.92853036e-02  1.48406264e-02  7.79481958e-01  3.03354593e-04  2.10436580e+08 
 3.29797092e+14  2.63692611e+33  3.56731000e+01  9.74081914e-02  4.75060000e+00  4.98197938e-02  1.52706147e-02  7.75707891e-01  3.15988208e-04  1.97681539e+08 
 3.33238372e+14  2.66881921e+33  3.51021000e+01  9.77721267e-02  4.76460000e+00  5.03755233e-02  1.56945758e-02  7.71768402e-01  3.28972910e-04  1.86345411e+08 
 3.36679651e+14  2.70076397e+33  3.45631000e+01  9.81280951e-02  4.77660000e+00  5.08868101e-02  1.61123592e-02  7.68194145e-01  3.42286777e-04  1.76219960e+08 
