# rhoc (cgs) 	 Pc (cgs) 	 R (km) 	 M (msol) 	 R_core (km) 	 M_core (msol) 	 I/(MR^2) 	 I_crust/(M_crust R_crust^2)/(I/(MR^2)) 	 k_2 	 Lambda 
 2.30000000e+14  1.24952905e+33  3.58369010e+03  2.83221801e-01  3.21560000e+00  1.38401190e-02  1.19580979e-01  9.99999872e-01 -1.54877972e-03 -4.77064243e+16 
 2.34439727e+14  1.33715120e+33  2.05227210e+03  1.21621437e-01  3.36960000e+00  1.61254148e-02  4.26942269e-02  9.99996749e-01  8.01399249e-05  1.04121726e+16 
 2.38879455e+14  1.42604511e+33  6.14551100e+02  9.11556913e-02  3.51260000e+00  1.84815414e-02  5.72980153e-03  9.99551717e-01  1.24855414e-03  1.65137922e+15 
 2.43319182e+14  1.52720678e+33  2.79098100e+02  8.76182824e-02  3.66160000e+00  2.11951768e-02  2.74781405e-03  9.94131688e-01  4.71719288e-04  1.46913849e+13 
 2.47758910e+14  1.62968008e+33  1.69888100e+02  8.71514935e-02  3.80060000e+00  2.39785627e-02  2.56729832e-03  9.79251540e-01  2.78443878e-04  7.44297706e+11 
 2.52198637e+14  1.74695189e+33  1.14327100e+02  8.77505118e-02  3.94760000e+00  2.72026388e-02  3.19069848e-03  9.55240684e-01  2.04651754e-04  7.29594410e+10 
 2.56638365e+14  1.86544311e+33  8.49541000e+01  8.89720534e-02  4.08460000e+00  3.04860670e-02  4.32674341e-03  9.29329445e-01  1.77282391e-04  1.33624973e+10 
 2.61078092e+14  1.99952014e+33  6.55351000e+01  9.08194726e-02  4.22860000e+00  3.42400173e-02  6.08291470e-03  9.00482572e-01  1.71842469e-04  3.19281561e+09 
 2.65517820e+14  2.13592199e+33  5.31981000e+01  9.30535763e-02  4.36460000e+00  3.80877782e-02  8.29587947e-03  8.72019115e-01  1.86611151e-04  1.08223415e+09 
 2.69957547e+14  2.28792024e+33  4.41261000e+01  9.58566569e-02  4.50560000e+00  4.24054983e-02  1.11856088e-02  8.41223508e-01  2.28706638e-04  4.48966029e+08 
 2.74397275e+14  2.40972835e+33  3.89691000e+01  9.82873259e-02  4.61160000e+00  4.58821823e-02  1.37659243e-02  8.17225057e-01  2.86049394e-04  2.66148298e+08 
 2.78837002e+14  2.41153567e+33  3.89061000e+01  9.83228263e-02  4.61260000e+00  4.59214268e-02  1.38037123e-02  8.16960613e-01  2.87020483e-04  2.64422249e+08 
 2.83276730e+14  2.41334300e+33  3.88461000e+01  9.83562020e-02  4.61360000e+00  4.59596791e-02  1.38399652e-02  8.16702704e-01  2.87973732e-04  2.62814681e+08 
 2.87716457e+14  2.41515032e+33  3.87901000e+01  9.83875639e-02  4.61560000e+00  4.60190820e-02  1.38739103e-02  8.16295156e-01  2.88865589e-04  2.61316991e+08 
 2.92156185e+14  2.43060114e+33  3.83501000e+01  9.86389602e-02  4.62560000e+00  4.63644828e-02  1.41448827e-02  8.13954803e-01  2.96042317e-04  2.49753883e+08 
 2.96595912e+14  2.44949571e+33  3.78481000e+01  9.89330542e-02  4.63760000e+00  4.67790730e-02  1.44647495e-02  8.11152538e-01  3.04801457e-04  2.37191296e+08 
 3.01035640e+14  2.46826160e+33  3.73861000e+01  9.92112119e-02  4.64860000e+00  4.71671472e-02  1.47696199e-02  8.08540738e-01  3.13429403e-04  2.26180499e+08 
 3.05475367e+14  2.48690138e+33  3.69611000e+01  9.94742240e-02  4.65960000e+00  4.75510993e-02  1.50591542e-02  8.05957301e-01  3.21855621e-04  2.16471694e+08 
 3.09915095e+14  2.50540177e+33  3.65691000e+01  9.97226685e-02  4.66860000e+00  4.78859289e-02  1.53342116e-02  8.03725877e-01  3.30079732e-04  2.07868719e+08 
 3.14354822e+14  2.52377485e+33  3.62051000e+01  9.99574120e-02  4.67860000e+00  4.82394251e-02  1.55968686e-02  8.01355176e-01  3.38162102e-04  2.00201374e+08 
 3.18794550e+14  2.54202974e+33  3.58681000e+01  1.00179244e-01  4.68660000e+00  4.85439061e-02  1.58461736e-02  7.99336505e-01  3.46006587e-04  1.93332939e+08 
 3.23234277e+14  2.56016214e+33  3.55551000e+01  1.00388750e-01  4.69460000e+00  4.88447305e-02  1.60831535e-02  7.97339194e-01  3.53630177e-04  1.87155234e+08 
 3.27674005e+14  2.57816663e+33  3.52641000e+01  1.00586478e-01  4.70260000e+00  4.91420775e-02  1.63082087e-02  7.95360520e-01  3.61019478e-04  1.81578751e+08 
 3.32113732e+14  2.59606004e+33  3.49931000e+01  1.00773200e-01  4.70960000e+00  4.94132751e-02  1.65218903e-02  7.93567466e-01  3.68165826e-04  1.76521941e+08 
 3.36553460e+14  2.61384439e+33  3.47391000e+01  1.00949473e-01  4.71660000e+00  4.96813393e-02  1.67259460e-02  7.91789981e-01  3.75134767e-04  1.71920726e+08 
 3.40993187e+14  2.63150377e+33  3.45031000e+01  1.01115654e-01  4.72260000e+00  4.99232442e-02  1.69184899e-02  7.90198744e-01  3.81796795e-04  1.67725570e+08 
 3.45432915e+14  2.64905683e+33  3.42811000e+01  1.01272428e-01  4.72860000e+00  5.01622242e-02  1.71025192e-02  7.88621315e-01  3.88288013e-04  1.63885300e+08 
 3.49872642e+14  2.66650707e+33  3.40731000e+01  1.01420270e-01  4.73360000e+00  5.03752257e-02  1.72773083e-02  7.87230081e-01  3.94543629e-04  1.60360664e+08 
 3.54312370e+14  2.68384672e+33  3.38781000e+01  1.01559568e-01  4.73960000e+00  5.06087176e-02  1.74432055e-02  7.85676576e-01  4.00562095e-04  1.57119192e+08 
 3.58752097e+14  2.70107857e+33  3.36951000e+01  1.01690745e-01  4.74360000e+00  5.07930392e-02  1.76006334e-02  7.84484356e-01  4.06346449e-04  1.54131513e+08 
 3.63191825e+14  2.71821326e+33  3.35221000e+01  1.01814299e-01  4.74860000e+00  5.09981550e-02  1.77511374e-02  7.83127184e-01  4.11964001e-04  1.51370014e+08 
 3.67631552e+14  2.73525034e+33  3.33601000e+01  1.01930556e-01  4.75260000e+00  5.11775012e-02  1.78931999e-02  7.81956293e-01  4.17310896e-04  1.48813677e+08 
 3.72071280e+14  2.75217838e+33  3.32071000e+01  1.02039839e-01  4.75660000e+00  5.13544389e-02  1.80285452e-02  7.80795357e-01  4.22471370e-04  1.46444002e+08 
 3.76511007e+14  2.76901441e+33  3.30631000e+01  1.02142556e-01  4.76060000e+00  5.15291471e-02  1.81567722e-02  7.79643030e-01  4.27405220e-04  1.44242237e+08 
 3.80950735e+14  2.78575991e+33  3.29271000e+01  1.02239054e-01  4.76460000e+00  5.17017140e-02  1.82786355e-02  7.78498660e-01  4.32142036e-04  1.42192993e+08 
 3.85390462e+14  2.80240470e+33  3.27991000e+01  1.02329540e-01  4.76760000e+00  5.18486317e-02  1.83938474e-02  7.77541795e-01  4.36654142e-04  1.40284755e+08 
 3.89830190e+14  2.81895751e+33  3.26781000e+01  1.02414403e-01  4.77060000e+00  5.19935009e-02  1.85032347e-02  7.76592938e-01  4.40976139e-04  1.38503986e+08 
 3.94269917e+14  2.83542439e+33  3.25641000e+01  1.02493883e-01  4.77360000e+00  5.21364174e-02  1.86065429e-02  7.75651343e-01  4.45082174e-04  1.36840370e+08 
 3.98709645e+14  2.85180186e+33  3.24551000e+01  1.02568243e-01  4.77660000e+00  5.22774405e-02  1.87058481e-02  7.74716606e-01  4.49085694e-04  1.35284421e+08 
 4.03149372e+14  2.86808561e+33  3.23531000e+01  1.02637694e-01  4.77860000e+00  5.23929526e-02  1.87986700e-02  7.73970704e-01  4.52830493e-04  1.33828656e+08 
 4.07589100e+14  2.88428763e+33  3.22561000e+01  1.02702535e-01  4.78160000e+00  5.25303651e-02  1.88871144e-02  7.73048944e-01  4.56431664e-04  1.32463923e+08 
 4.12028827e+14  2.90040913e+33  3.21641000e+01  1.02762984e-01  4.78360000e+00  5.26424004e-02  1.89710331e-02  7.72315943e-01  4.59872685e-04  1.31183583e+08 
