# rhoc (cgs) 	 Pc (cgs) 	 R (km) 	 M (msol) 	 R_core (km) 	 M_core (msol) 	 I/(MR^2) 	 I_crust/(M_crust R_crust^2)/(I/(MR^2)) 	 k_2 	 Lambda 
 2.30000000e+14  3.78390798e+33  1.63231000e+01  2.42860745e-01  8.35060000e+00  1.84920610e-01  1.27628403e-01  4.18376971e-01  3.14250046e-02  4.09326933e+06 
 2.30270164e+14  3.79534770e+33  1.63101000e+01  2.43330158e-01  8.35560000e+00  1.85402907e-01  1.27897717e-01  4.17615895e-01  3.15724970e-02  4.05677328e+06 
 2.30540328e+14  3.80678742e+33  1.62961000e+01  2.43799017e-01  8.36160000e+00  1.85927356e-01  1.28183329e-01  4.16608043e-01  3.17304476e-02  4.02071446e+06 
 2.30810492e+14  3.81822715e+33  1.62831000e+01  2.44267318e-01  8.36660000e+00  1.86410121e-01  1.28453824e-01  4.15844511e-01  3.18794441e-02  3.98508643e+06 
 2.31080655e+14  3.82966687e+33  1.62701000e+01  2.44735061e-01  8.37260000e+00  1.86935142e-01  1.28724888e-01  4.14834061e-01  3.20291719e-02  3.94988310e+06 
 2.31350819e+14  3.84110659e+33  1.62581000e+01  2.45202243e-01  8.37760000e+00  1.87418365e-01  1.28980655e-01  4.14068069e-01  3.21697386e-02  3.91509828e+06 
 2.31620983e+14  3.85254632e+33  1.62451000e+01  2.45668862e-01  8.38260000e+00  1.87901785e-01  1.29252816e-01  4.13300881e-01  3.23208853e-02  3.88072620e+06 
 2.31891147e+14  3.86398604e+33  1.62321000e+01  2.46134916e-01  8.38860000e+00  1.88427621e-01  1.29525552e-01  4.12286584e-01  3.24727743e-02  3.84676087e+06 
 2.32161311e+14  3.87542576e+33  1.62191000e+01  2.46600405e-01  8.39360000e+00  1.88911484e-01  1.29798863e-01  4.11516945e-01  3.26254094e-02  3.81319648e+06 
 2.32431475e+14  3.88686549e+33  1.62071000e+01  2.47065324e-01  8.39860000e+00  1.89395539e-01  1.30056698e-01  4.10746089e-01  3.27686819e-02  3.78002724e+06 
 2.32701638e+14  3.89830521e+33  1.61951000e+01  2.47529675e-01  8.40460000e+00  1.89922165e-01  1.30315020e-01  4.09727959e-01  3.29126008e-02  3.74724765e+06 
 2.32971802e+14  3.90974493e+33  1.61821000e+01  2.47993453e-01  8.40960000e+00  1.90406650e-01  1.30589970e-01  4.08954659e-01  3.30673845e-02  3.71485227e+06 
 2.33241966e+14  3.92118466e+33  1.61701000e+01  2.48456658e-01  8.41460000e+00  1.90891321e-01  1.30849313e-01  4.08180146e-01  3.32126561e-02  3.68283549e+06 
 2.33512130e+14  3.93262438e+33  1.61581000e+01  2.48919289e-01  8.42060000e+00  1.91418714e-01  1.31109147e-01  4.07158187e-01  3.33585833e-02  3.65119205e+06 
 2.33782294e+14  3.94406410e+33  1.61461000e+01  2.49381343e-01  8.42560000e+00  1.91903802e-01  1.31369471e-01  4.06381229e-01  3.35051685e-02  3.61991669e+06 
 2.34052458e+14  3.95550383e+33  1.61341000e+01  2.49842819e-01  8.43060000e+00  1.92389068e-01  1.31630287e-01  4.05603057e-01  3.36524143e-02  3.58900424e+06 
 2.34322621e+14  3.96694355e+33  1.61221000e+01  2.50303716e-01  8.43560000e+00  1.92874511e-01  1.31891596e-01  4.04823697e-01  3.38003248e-02  3.55844960e+06 
 2.34592785e+14  3.97838327e+33  1.61101000e+01  2.50764032e-01  8.44160000e+00  1.93402880e-01  1.32153399e-01  4.03796662e-01  3.39489020e-02  3.52824775e+06 
 2.34862949e+14  3.98982299e+33  1.60981000e+01  2.51223766e-01  8.44660000e+00  1.93888723e-01  1.32415696e-01  4.03014847e-01  3.40981496e-02  3.49839378e+06 
 2.35133113e+14  4.00126272e+33  1.60871000e+01  2.51682915e-01  8.45160000e+00  1.94374738e-01  1.32661993e-01  4.02231818e-01  3.42374261e-02  3.46888272e+06 
 2.35403277e+14  4.01270244e+33  1.60751000e+01  2.52141480e-01  8.45660000e+00  1.94860921e-01  1.32925238e-01  4.01447595e-01  3.43879683e-02  3.43970999e+06 
 2.35673441e+14  4.02414216e+33  1.60641000e+01  2.52599458e-01  8.46160000e+00  1.95347271e-01  1.33172397e-01  4.00662168e-01  3.45284397e-02  3.41087070e+06 
 2.35943605e+14  4.03596717e+33  1.60521000e+01  2.53072262e-01  8.46660000e+00  1.95842943e-01  1.33438781e-01  3.99890591e-01  3.46810484e-02  3.38140463e+06 
 2.36213768e+14  4.04810447e+33  1.60401000e+01  2.53557015e-01  8.47260000e+00  1.96389316e-01  1.33707451e-01  3.98883267e-01  3.48349668e-02  3.35151361e+06 
