# rhoc (cgs) 	 Pc (cgs) 	 R (km) 	 M (msol) 	 R_core (km) 	 M_core (msol) 	 I/(MR^2) 	 I_crust/(M_crust R_crust^2)/(I/(MR^2)) 	 k_2 	 Lambda 
 2.30000000e+14  1.43118411e+33  1.62635410e+03  9.89552243e-02  4.32360000e+00  2.96514592e-02  2.67851768e-02  9.99970192e-01 -9.99936247e-05 -1.13873481e+16 
 2.30608418e+14  1.44281324e+33  1.18767210e+03  9.13373489e-02  4.33760000e+00  2.99975177e-02  1.49738156e-02  9.99889725e-01  3.06230802e-04  1.08108045e+16 
 2.31216836e+14  1.45444236e+33  9.02413100e+02  8.75847077e-02  4.35160000e+00  3.03454257e-02  9.36534337e-03  9.99675811e-01  9.41052727e-03  1.03769057e+17 
 2.31825253e+14  1.46607149e+33  7.14041100e+02  8.55280406e-02  4.36560000e+00  3.06951660e-02  6.51577679e-03  9.99224272e-01  1.03123945e-03  3.97192773e+15 
 2.32433671e+14  1.47770062e+33  5.84456100e+02  8.42937215e-02  4.37960000e+00  3.10467345e-02  4.93066109e-03  9.98420012e-01  9.97257932e-04  1.51760664e+15 
 2.33042089e+14  1.48932974e+33  4.91475100e+02  8.35043371e-02  4.39360000e+00  3.14001161e-02  3.97734743e-03  9.97154635e-01  9.04675541e-04  6.06769390e+14 
 2.33650507e+14  1.50095887e+33  4.22239100e+02  8.29793412e-02  4.40760000e+00  3.17553018e-02  3.36912860e-03  9.95340025e-01  7.59317010e-04  2.45999278e+14 
 2.34258925e+14  1.51258800e+33  3.69050100e+02  8.26237611e-02  4.42060000e+00  3.20966954e-02  2.96476879e-03  9.92923054e-01  6.16457027e-04  1.04081375e+14 
 2.34867343e+14  1.52451574e+33  3.26149100e+02  8.23784886e-02  4.43460000e+00  3.24589593e-02  2.68332686e-03  9.89783255e-01  5.28385581e-04  4.88125122e+13 
 2.35475760e+14  1.53763243e+33  2.88664100e+02  8.22069800e-02  4.44960000e+00  3.28532866e-02  2.47612961e-03  9.85570871e-01  4.49718315e-04  2.27997121e+13 
 2.36084178e+14  1.55074912e+33  2.58547100e+02  8.21102434e-02  4.46360000e+00  3.32339721e-02  2.34221281e-03  9.80624127e-01  3.94907115e-04  1.16084703e+13 
 2.36692596e+14  1.56386581e+33  2.33883100e+02  8.20694615e-02  4.47860000e+00  3.36326756e-02  2.26040608e-03  9.74997359e-01  3.51443618e-04  6.27350620e+12 
 2.37301014e+14  1.57698250e+33  2.13355100e+02  8.20719362e-02  4.49260000e+00  3.40174857e-02  2.21739252e-03  9.68834020e-01  3.17287495e-04  3.57736360e+12 
 2.37909432e+14  1.59009919e+33  1.96030100e+02  8.21087636e-02  4.50760000e+00  3.44204841e-02  2.20445436e-03  9.62200331e-01  2.89933447e-04  2.13566408e+12 
 2.38517850e+14  1.60321588e+33  1.81233100e+02  8.21734896e-02  4.52160000e+00  3.48093487e-02  2.21561897e-03  9.55268696e-01  2.67904369e-04  1.32763019e+12 
 2.39126267e+14  1.61633258e+33  1.68462100e+02  8.22613058e-02  4.53560000e+00  3.52001676e-02  2.24671800e-03  9.48118360e-01  2.49698477e-04  8.54116924e+11 
 2.39734685e+14  1.62944927e+33  1.57339100e+02  8.23685476e-02  4.54960000e+00  3.55929248e-02  2.29469827e-03  9.40842386e-01  2.34501391e-04  5.66356739e+11 
 2.40343103e+14  1.64256596e+33  1.47573100e+02  8.24923610e-02  4.56360000e+00  3.59876046e-02  2.35729597e-03  9.33519020e-01  2.21766938e-04  3.85862447e+11 
 2.40951521e+14  1.65568265e+33  1.38935100e+02  8.26304723e-02  4.57760000e+00  3.63841982e-02  2.43285137e-03  9.26211458e-01  2.10945878e-04  2.69214308e+11 
 2.41559939e+14  1.66879934e+33  1.31246100e+02  8.27810549e-02  4.59060000e+00  3.67658810e-02  2.52000636e-03  9.19035512e-01  2.01704974e-04  1.91894374e+11 
 2.42168357e+14  1.68191603e+33  1.24362100e+02  8.29426195e-02  4.60460000e+00  3.71661601e-02  2.61769827e-03  9.11899463e-01  1.93774592e-04  1.39449419e+11 
 2.42776774e+14  1.69503272e+33  1.18165100e+02  8.31139325e-02  4.61760000e+00  3.75512999e-02  2.72513003e-03  9.04967921e-01  1.86922615e-04  1.03111524e+11 
 2.43385192e+14  1.70843634e+33  1.12444100e+02  8.32979706e-02  4.63160000e+00  3.79588388e-02  2.84420046e-03  8.97984531e-01  1.80878717e-04  7.69958129e+10 
 2.43993610e+14  1.72321037e+33  1.06751100e+02  8.35104230e-02  4.64660000e+00  3.84029216e-02  2.98567995e-03  8.90510381e-01  1.75144030e-04  5.67704184e+10 
 2.44602028e+14  1.73798440e+33  1.01609100e+02  8.37320221e-02  4.66060000e+00  3.88320427e-02  3.13741393e-03  8.83333133e-01  1.70260233e-04  4.25487424e+10 
