# rhoc (cgs) 	 Pc (cgs) 	 R (km) 	 M (msol) 	 R_core (km) 	 M_core (msol) 	 I/(MR^2) 	 I_crust/(M_crust R_crust^2)/(I/(MR^2)) 	 k_2 	 Lambda 
 2.30000000e+14  1.30642069e+33  3.26700510e+03  1.81834496e-01  7.30960000e+00  5.89363467e-02  9.99737369e-02  9.99995295e-01 -5.28317566e-05 -9.39357928e+15 
 2.31981958e+14  1.34797219e+33  1.71672410e+03  1.04739106e-01  7.30260000e+00  5.98145541e-02  3.00631332e-02  9.99900720e-01  1.00074331e-04  1.12421477e+16 
 2.33963916e+14  1.39439674e+33  7.51052100e+02  8.84240661e-02  7.29560000e+00  6.08181637e-02  7.23958110e-03  9.97420404e-01  7.08810018e-03  2.97574794e+16 
 2.35945874e+14  1.44082129e+33  4.31313100e+02  8.51454308e-02  7.29060000e+00  6.18537875e-02  3.59340158e-03  9.83435695e-01  7.92142494e-04  2.50915910e+14 
 2.37927832e+14  1.48724585e+33  2.91949100e+02  8.40833400e-02  7.28560000e+00  6.29023485e-02  2.62449538e-03  9.49245250e-01  4.74933269e-04  2.27607675e+13 
 2.39909790e+14  1.53379850e+33  2.16892100e+02  8.37607204e-02  7.28260000e+00  6.39817163e-02  2.35633685e-03  8.95782425e-01  3.35074992e-04  3.70447821e+12 
 2.41891748e+14  1.58839113e+33  1.64756100e+02  8.38284250e-02  7.28060000e+00  6.52754797e-02  2.40813978e-03  8.20444027e-01  2.54403336e-04  7.08503768e+11 
 2.43873706e+14  1.64298376e+33  1.31867100e+02  8.41746806e-02  7.27860000e+00  6.65860879e-02  2.68244109e-03  7.45085207e-01  2.10955544e-04  1.89031514e+11 
 2.45855664e+14  1.69757638e+33  1.09482100e+02  8.47035589e-02  7.27860000e+00  6.79276967e-02  3.11223331e-03  6.77487150e-01  1.85591490e-04  6.35819357e+10 
 2.47837621e+14  1.75216901e+33  9.33961000e+01  8.53645454e-02  7.28060000e+00  6.92979681e-02  3.66728401e-03  6.19707102e-01  1.70450912e-04  2.53760346e+10 
 2.49819579e+14  1.81327589e+33  8.01081000e+01  8.62251645e-02  7.28260000e+00  7.08433046e-02  4.41722966e-03  5.65987825e-01  1.61221285e-04  1.05974837e+10 
 2.51801537e+14  1.87706178e+33  6.97051000e+01  8.72348991e-02  7.28660000e+00  7.24900629e-02  5.33157407e-03  5.19646294e-01  1.57885380e-04  4.88406860e+09 
 2.53783495e+14  1.94084767e+33  6.17061000e+01  8.83379286e-02  7.29160000e+00  7.41605095e-02  6.36706336e-03  4.81090521e-01  1.59932334e-04  2.52585892e+09 
 2.55765453e+14  2.00463356e+33  5.53951000e+01  8.95186946e-02  7.29760000e+00  7.58520024e-02  7.51231545e-03  4.48472975e-01  1.67132080e-04  1.44017825e+09 
 2.57747411e+14  2.07248825e+33  5.00191000e+01  9.08471480e-02  7.30460000e+00  7.76685298e-02  8.83923129e-03  4.18812255e-01  1.80668394e-04  8.68107365e+08 
 2.59729369e+14  2.14653274e+33  4.52931000e+01  9.23739316e-02  7.31460000e+00  7.96880748e-02  1.04058328e-02  3.90674759e-01  2.03098843e-04  5.46624279e+08 
