# rhoc (cgs) 	 Pc (cgs) 	 R (km) 	 M (msol) 	 R_core (km) 	 M_core (msol) 	 I/(MR^2) 	 I_crust/(M_crust R_crust^2)/(I/(MR^2)) 	 k_2 	 Lambda 
 2.30000000e+14  1.40197762e+33  3.20503410e+03  1.62769016e-01  3.52760000e+00  1.77112382e-02  9.83956255e-02  9.99999479e-01 -1.20557768e-04 -3.38897339e+16 
 2.38838221e+14  1.52872762e+33  2.98493100e+02  7.98723468e-02  3.71660000e+00  2.10746780e-02  2.54198323e-03  9.93762910e-01  4.77817466e-04  3.30765084e+13 
 2.47676442e+14  1.65928664e+33  1.34187100e+02  8.03542831e-02  3.88560000e+00  2.44869826e-02  2.44226782e-03  9.59593428e-01  2.07612877e-04  2.56053872e+11 
 2.56514663e+14  1.79279519e+33  8.66911000e+01  8.21653549e-02  4.03660000e+00  2.78987318e-02  3.64792784e-03  9.22324971e-01  1.59275559e-04  1.97763622e+10 
 2.65352883e+14  1.92739531e+33  6.49141000e+01  8.43320210e-02  4.17060000e+00  3.12457708e-02  5.39049124e-03  8.91147302e-01  1.50724533e-04  3.86798682e+09 
 2.74191104e+14  2.05435642e+33  5.32001000e+01  8.64826697e-02  4.28360000e+00  3.43205433e-02  7.33152473e-03  8.65752149e-01  1.60258144e-04  1.34061876e+09 
 2.83029325e+14  2.16362058e+33  4.65811000e+01  8.83186429e-02  4.36960000e+00  3.68400781e-02  9.11813448e-03  8.46379628e-01  1.79362663e-04  6.95163862e+08 
 2.91867546e+14  2.27551022e+33  4.17071000e+01  9.01490722e-02  4.44860000e+00  3.93052220e-02  1.09973632e-02  8.28306508e-01  2.08719381e-04  4.20121415e+08 
 3.00705767e+14  2.38964518e+33  3.79791000e+01  9.19566650e-02  4.52160000e+00  4.17198569e-02  1.29337291e-02  8.11234260e-01  2.48788511e-04  2.83926536e+08 
 3.09543988e+14  2.50587671e+33  3.50381000e+01  9.37333915e-02  4.58860000e+00  4.40703822e-02  1.49019608e-02  7.95107183e-01  3.00008679e-04  2.07937722e+08 
 3.18382208e+14  2.62425177e+33  3.26551000e+01  9.54771972e-02  4.65060000e+00  4.63676665e-02  1.68872313e-02  7.79738449e-01  3.62856528e-04  1.61272420e+08 
 3.27220429e+14  2.74472843e+33  3.06851000e+01  9.71862657e-02  4.70860000e+00  4.86247340e-02  1.88749638e-02  7.64946128e-01  4.37503330e-04  1.30365592e+08 
 3.36058650e+14  2.86725378e+33  2.90281000e+01  9.88597267e-02  4.76160000e+00  5.08098173e-02  2.08553518e-02  7.50959341e-01  5.24040101e-04  1.08624784e+08 
 3.44896871e+14  2.99188576e+33  2.76141000e+01  1.00498798e-01  4.81160000e+00  5.29628181e-02  2.28204747e-02  7.37397164e-01  6.22354780e-04  9.25670752e+07 
 3.53735092e+14  3.11849876e+33  2.63921000e+01  1.02102649e-01  4.85760000e+00  5.50527079e-02  2.47653432e-02  7.24506745e-01  7.32329723e-04  8.02527146e+07 
 3.62573313e+14  3.24718139e+33  2.53241000e+01  1.03673457e-01  4.90160000e+00  5.71237584e-02  2.66867065e-02  7.11869880e-01  8.53740098e-04  7.05060302e+07 
 3.71411533e+14  3.37782680e+33  2.43831000e+01  1.05211069e-01  4.94160000e+00  5.91206057e-02  2.85789233e-02  6.99975697e-01  9.86049782e-04  6.26043706e+07 
 3.80249754e+14  3.51045890e+33  2.35471000e+01  1.06717033e-01  4.98060000e+00  6.11152365e-02  3.04397056e-02  6.88144288e-01  1.12880345e-03  5.60667187e+07 
 3.89087975e+14  3.64506090e+33  2.27981000e+01  1.08192390e-01  5.01660000e+00  6.30529964e-02  3.22698217e-02  6.76874425e-01  1.28174631e-03  5.05685093e+07 
 3.97926196e+14  3.78157159e+33  2.21241000e+01  1.09637757e-01  5.04960000e+00  6.49293074e-02  3.40639704e-02  6.66202570e-01  1.44396479e-03  4.58830555e+07 
 4.06764417e+14  3.92005892e+33  2.15121000e+01  1.11055069e-01  5.08160000e+00  6.67947115e-02  3.58277535e-02  6.55644636e-01  1.61557429e-03  4.18424811e+07 
 4.15602638e+14  4.06040126e+33  2.09551000e+01  1.12444283e-01  5.11160000e+00  6.86194103e-02  3.75553292e-02  6.45472010e-01  1.79547398e-03  3.83273930e+07 
 4.24440858e+14  4.20268692e+33  2.04451000e+01  1.13807443e-01  5.14060000e+00  7.04291007e-02  3.92488843e-02  6.35436570e-01  1.98336146e-03  3.52422089e+07 
 4.33279079e+14  4.34681573e+33  1.99761000e+01  1.15144692e-01  5.16660000e+00  7.21658856e-02  4.09087397e-02  6.26090489e-01  2.17875245e-03  3.25169775e+07 
 4.42117300e+14  4.49281843e+33  1.95441000e+01  1.16457408e-01  5.19260000e+00  7.39113049e-02  4.25307849e-02  6.16640223e-01  2.38051627e-03  3.00941663e+07 
 4.50955521e+14  4.64067193e+33  1.91431000e+01  1.17746387e-01  5.21660000e+00  7.56079539e-02  4.41229270e-02  6.07640370e-01  2.58916768e-03  2.79287787e+07 
 4.59793742e+14  4.79033367e+33  1.87701000e+01  1.19012260e-01  5.23960000e+00  7.72821934e-02  4.56835539e-02  5.98829265e-01  2.80396731e-03  2.59845829e+07 
 4.68631963e+14  4.94185331e+33  1.84231000e+01  1.20256367e-01  5.26060000e+00  7.89043646e-02  4.72079504e-02  5.90499547e-01  3.02361553e-03  2.42308187e+07 
 4.77470183e+14  5.09512500e+33  1.80981000e+01  1.21478738e-01  5.28160000e+00  8.05302094e-02  4.87036686e-02  5.82095081e-01  3.24874622e-03  2.26437172e+07 
 4.86308404e+14  5.25024913e+33  1.77941000e+01  1.22681013e-01  5.30060000e+00  8.21014551e-02  5.01645212e-02  5.74194962e-01  3.47778270e-03  2.12013830e+07 
 4.95146625e+14  5.40710491e+33  1.75081000e+01  1.23863061e-01  5.31860000e+00  8.36452634e-02  5.15969078e-02  5.66524391e-01  3.71127439e-03  1.98873761e+07 
 5.03984846e+14  5.56575400e+33  1.72391000e+01  1.25026122e-01  5.33660000e+00  8.51909021e-02  5.29972819e-02  5.58794523e-01  3.94806110e-03  1.86862168e+07 
 5.12823067e+14  5.72614215e+33  1.69841000e+01  1.26170527e-01  5.35360000e+00  8.67078810e-02  5.43757040e-02  5.51304669e-01  4.18952629e-03  1.75855685e+07 
 5.21661288e+14  5.88826743e+33  1.67441000e+01  1.27296967e-01  5.36960000e+00  8.81954247e-02  5.57182470e-02  5.44062458e-01  4.43253179e-03  1.65744455e+07 
 5.30499509e+14  6.05213857e+33  1.65161000e+01  1.28406163e-01  5.38460000e+00  8.96528648e-02  5.70373128e-02  5.37075080e-01  4.67898991e-03  1.56433105e+07 
 5.39337729e+14  6.21769345e+33  1.63001000e+01  1.29498323e-01  5.39860000e+00  9.10791717e-02  5.83266923e-02  5.30350098e-01  4.92720079e-03  1.47842486e+07 
