# rhoc (cgs) 	 Pc (cgs) 	 R (km) 	 M (msol) 	 R_core (km) 	 M_core (msol) 	 I/(MR^2) 	 I_crust/(M_crust R_crust^2)/(I/(MR^2)) 	 k_2 	 Lambda 
 2.30000000e+14  1.09625598e+33  9.81008100e+02  1.01377986e-01  2.48460000e+00  6.51231832e-03  1.14854617e-02  9.99985989e-01 -5.59140488e-02 -4.50540655e+17 
 2.45043555e+14  1.29583740e+33  3.78241100e+02  9.18423328e-02  2.89860000e+00  1.07341177e-02  3.46799100e-03  9.99231363e-01  7.01330753e-04  7.89078702e+13 
 2.60087110e+14  1.54450334e+33  1.72005100e+02  8.93719733e-02  3.28660000e+00  1.62389504e-02  2.66411481e-03  9.90377389e-01  2.84183279e-04  7.12634404e+11 
 2.75130665e+14  1.85902188e+33  9.00401000e+01  9.00247518e-02  3.66760000e+00  2.34309565e-02  4.21009549e-03  9.60535509e-01  1.81415711e-04  1.72430248e+10 
 2.90174220e+14  2.26371459e+33  5.24631000e+01  9.37846815e-02  4.05660000e+00  3.29677772e-02  8.67095680e-03  9.07051027e-01  1.88436526e-04  9.80265403e+08 
 3.05217775e+14  2.66647622e+33  3.68751000e+01  9.93969756e-02  4.37160000e+00  4.25864204e-02  1.51784017e-02  8.48161297e-01  3.21822049e-04  2.14775312e+08 
 3.20261330e+14  2.91888474e+33  3.16041000e+01  1.03226229e-01  4.53360000e+00  4.83046256e-02  1.96679340e-02  8.12873991e-01  4.86821423e-04  1.24366919e+08 
 3.35304885e+14  3.18182943e+33  2.79501000e+01  1.07143210e-01  4.67460000e+00  5.38274258e-02  2.42922183e-02  7.79328414e-01  7.24269171e-04  8.30925204e+07 
 3.50348440e+14  3.45515741e+33  2.52761000e+01  1.11089164e-01  4.79960000e+00  5.92039436e-02  2.89563367e-02  7.47475432e-01  1.03825955e-03  6.01265315e+07 
 3.65391995e+14  3.73899760e+33  2.32361000e+01  1.15034302e-01  4.91060000e+00  6.44303981e-02  3.36005693e-02  7.17496347e-01  1.42982248e-03  4.56593663e+07 
 3.80435550e+14  4.03308218e+33  2.16301000e+01  1.18956489e-01  5.01160000e+00  6.95656852e-02  3.81808172e-02  6.88974276e-01  1.89697087e-03  3.58080768e+07 
 3.95479105e+14  4.33739805e+33  2.03331000e+01  1.22844834e-01  5.10260000e+00  7.45752695e-02  4.26688002e-02  6.62183968e-01  2.43580161e-03  2.87371567e+07 
 4.10522660e+14  4.65196535e+33  1.92641000e+01  1.26693315e-01  5.18460000e+00  7.94560941e-02  4.70435899e-02  6.37134560e-01  3.04067039e-03  2.34699865e+07 
 4.25566215e+14  4.97658165e+33  1.83661000e+01  1.30496043e-01  5.26060000e+00  8.42697678e-02  5.13023450e-02  6.13262997e-01  3.70699007e-03  1.94396216e+07 
 4.40609770e+14  5.31127980e+33  1.76011000e+01  1.34251837e-01  5.32960000e+00  8.89665353e-02  5.54358615e-02  5.90938224e-01  4.42813023e-03  1.62887079e+07 
 4.55653325e+14  5.65600173e+33  1.69411000e+01  1.37959551e-01  5.39260000e+00  9.35579304e-02  5.94419167e-02  5.70011737e-01  5.19792895e-03  1.37831309e+07 
 4.70696880e+14  6.01059645e+33  1.63661000e+01  1.41617887e-01  5.45160000e+00  9.80917264e-02  6.33154727e-02  5.50018109e-01  6.00914900e-03  1.17629651e+07 
 4.85740435e+14  6.37512101e+33  1.58601000e+01  1.45228200e-01  5.50560000e+00  1.02523740e-01  6.70600858e-02  5.31287727e-01  6.85617365e-03  1.01140484e+07 
 5.00783990e+14  6.74947499e+33  1.54101000e+01  1.48790545e-01  5.55560000e+00  1.06874714e-01  7.06874293e-02  5.13592684e-01  7.73581783e-03  8.75437655e+06 
 5.15827546e+14  7.13353916e+33  1.50081000e+01  1.52305091e-01  5.60260000e+00  1.11168521e-01  7.41894142e-02  4.96680429e-01  8.63994999e-03  7.62317838e+06 
 5.30871101e+14  7.52737680e+33  1.46461000e+01  1.55773772e-01  5.64660000e+00  1.15398131e-01  7.75750374e-02  4.80575642e-01  9.56511483e-03  6.67416376e+06 
 5.45914656e+14  7.93087917e+33  1.43181000e+01  1.59197045e-01  5.68660000e+00  1.19520267e-01  8.08494172e-02  4.65606076e-01  1.05073022e-02  5.87234482e+06 
 5.60958211e+14  8.34394048e+33  1.40201000e+01  1.62575509e-01  5.72460000e+00  1.23598293e-01  8.40074671e-02  4.51194682e-01  1.14594333e-02  5.19052719e+06 
 5.76001766e+14  8.76661325e+33  1.37471000e+01  1.65911017e-01  5.75960000e+00  1.27591526e-01  8.70654205e-02  4.37660223e-01  1.24217698e-02  4.60713764e+06 
 5.91045321e+14  9.19881294e+33  1.34961000e+01  1.69204325e-01  5.79260000e+00  1.31530690e-01  9.00249151e-02  4.24711923e-01  1.33902964e-02  4.10527925e+06 
 6.06088876e+14  9.64042990e+33  1.32641000e+01  1.72455990e-01  5.82360000e+00  1.35411167e-01  9.28943390e-02  4.12360315e-01  1.43638136e-02  3.67143347e+06 
 6.21132431e+14  1.00914898e+34  1.30501000e+01  1.75667562e-01  5.85260000e+00  1.39229449e-01  9.56596282e-02  4.00614687e-01  1.53326810e-02  3.29456292e+06 
