# rhoc (cgs) 	 Pc (cgs) 	 R (km) 	 M (msol) 	 R_core (km) 	 M_core (msol) 	 I/(MR^2) 	 I_crust/(M_crust R_crust^2)/(I/(MR^2)) 	 k_2 	 Lambda 
 2.30000000e+14  3.08130879e+33  1.86361000e+01  1.87292761e-01  8.01960000e+00  1.52512486e-01  8.41048086e-02  3.50868286e-01  1.18469906e-02  1.09735369e+07 
 2.30351423e+14  3.09285729e+33  1.86031000e+01  1.87722087e-01  8.02560000e+00  1.52994028e-01  8.44388793e-02  3.49697040e-01  1.19563988e-02  1.08522178e+07 
 2.30702845e+14  3.10440578e+33  1.85701000e+01  1.88150785e-01  8.03060000e+00  1.53444240e-01  8.47747909e-02  3.48780057e-01  1.20670417e-02  1.07327307e+07 
 2.31054268e+14  3.11595427e+33  1.85381000e+01  1.88578850e-01  8.03660000e+00  1.53925916e-01  8.51033719e-02  3.47608361e-01  1.21756498e-02  1.06150419e+07 
 2.31405691e+14  3.12750277e+33  1.85061000e+01  1.89006280e-01  8.04160000e+00  1.54376172e-01  8.54337118e-02  3.46690938e-01  1.22854508e-02  1.04991182e+07 
 2.31757113e+14  3.13905126e+33  1.84741000e+01  1.89433072e-01  8.04660000e+00  1.54826422e-01  8.57658211e-02  3.45773300e-01  1.23964589e-02  1.03849273e+07 
 2.32108536e+14  3.15059975e+33  1.84421000e+01  1.89859223e-01  8.05260000e+00  1.55308254e-01  8.60997106e-02  3.44600852e-01  1.25086881e-02  1.02724375e+07 
 2.32459959e+14  3.16214825e+33  1.84111000e+01  1.90284730e-01  8.05760000e+00  1.55758530e-01  8.64259994e-02  3.43682678e-01  1.26187248e-02  1.01616176e+07 
 2.32811381e+14  3.17369674e+33  1.83801000e+01  1.90709591e-01  8.06260000e+00  1.56208788e-01  8.67539864e-02  3.42764283e-01  1.27299389e-02  1.00524373e+07 
 2.33162804e+14  3.18524524e+33  1.83501000e+01  1.91133803e-01  8.06860000e+00  1.56690746e-01  8.70741864e-02  3.41590962e-01  1.28388438e-02  9.94486681e+06 
 2.33514226e+14  3.19679373e+33  1.83191000e+01  1.91557362e-01  8.07360000e+00  1.57141014e-01  8.74055414e-02  3.40671945e-01  1.29524142e-02  9.83887710e+06 
 2.33865649e+14  3.20834222e+33  1.82891000e+01  1.91980267e-01  8.07860000e+00  1.57591256e-01  8.77290272e-02  3.39752642e-01  1.30636297e-02  9.73443950e+06 
 2.34217072e+14  3.21989072e+33  1.82601000e+01  1.92402517e-01  8.08360000e+00  1.58041473e-01  8.80444994e-02  3.38833032e-01  1.31723942e-02  9.63152612e+06 
 2.34568494e+14  3.23143921e+33  1.82301000e+01  1.92824107e-01  8.08860000e+00  1.58491662e-01  8.83712036e-02  3.37913082e-01  1.32858979e-02  9.53010969e+06 
 2.34919917e+14  3.24298770e+33  1.82011000e+01  1.93245035e-01  8.09460000e+00  1.58973740e-01  8.86898085e-02  3.36738109e-01  1.33969021e-02  9.43016335e+06 
 2.35271340e+14  3.25453620e+33  1.81721000e+01  1.93665300e-01  8.09960000e+00  1.59423908e-01  8.90099676e-02  3.35817441e-01  1.35090262e-02  9.33166091e+06 
