# rhoc (cgs) 	 Pc (cgs) 	 R (km) 	 M (msol) 	 R_core (km) 	 M_core (msol) 	 I/(MR^2) 	 I_crust/(M_crust R_crust^2)/(I/(MR^2)) 	 k_2 	 Lambda 
 2.30000000e+14  1.21280227e+33  3.36629110e+03  4.45569468e-01  3.21660000e+00  1.34790568e-02  1.22246812e-01  9.99999913e-01 -2.97395504e-03 -6.95158766e+15 
 2.35747206e+14  1.30290287e+33  3.63317310e+03  3.26016537e-01  3.36960000e+00  1.57344529e-02  1.25021792e-01  9.99999872e-01 -8.48036363e-02 -1.38425199e+18 
 2.41494413e+14  1.40075963e+33  2.23486910e+03  1.26411682e-01  3.52060000e+00  1.82195599e-02  5.03497390e-02  9.99997265e-01  7.42827513e-05  1.21837442e+16 
 2.47241619e+14  1.50844649e+33  5.14202100e+02  8.87757859e-02  3.67160000e+00  2.09838753e-02  4.58281605e-03  9.98989540e-01  9.99126424e-04  6.18565117e+14 
 2.52988826e+14  1.62259963e+33  2.33004100e+02  8.62542069e-02  3.81560000e+00  2.39103935e-02  2.53544560e-03  9.88754296e-01  3.82034754e-04  5.21900409e+12 
 2.58736032e+14  1.74343635e+33  1.41217100e+02  8.63057890e-02  3.95660000e+00  2.70501215e-02  2.69943799e-03  9.65101416e-01  2.36431363e-04  2.63336022e+11 
 2.64483239e+14  1.87845302e+33  9.64241000e+01  8.73592620e-02  4.09960000e+00  3.05516318e-02  3.65213810e-03  9.33827459e-01  1.84878455e-04  2.87632442e+10 
 2.70230445e+14  2.02135080e+33  7.18221000e+01  8.90467636e-02  4.23860000e+00  3.42707918e-02  5.20373942e-03  9.01672703e-01  1.69341735e-04  5.48949235e+09 
 2.75977652e+14  2.16854957e+33  5.69121000e+01  9.11689289e-02  4.37060000e+00  3.81104386e-02  7.25673627e-03  8.70482267e-01  1.75686116e-04  1.58159256e+09 
 2.81724858e+14  2.16855254e+33  5.69121000e+01  9.11689727e-02  4.37060000e+00  3.81104658e-02  7.25672208e-03  8.70481966e-01  1.75683151e-04  1.58156207e+09 
 2.87472065e+14  2.16855551e+33  5.69121000e+01  9.11690133e-02  4.37060000e+00  3.81104909e-02  7.25670895e-03  8.70481688e-01  1.75680387e-04  1.58153366e+09 
 2.93219271e+14  2.16855848e+33  5.69121000e+01  9.11690509e-02  4.37060000e+00  3.81105142e-02  7.25669680e-03  8.70481430e-01  1.75677842e-04  1.58150749e+09 
 2.98966478e+14  2.16856145e+33  5.69111000e+01  9.11690857e-02  4.37060000e+00  3.81105357e-02  7.25694054e-03  8.70481191e-01  1.75690069e-04  1.58147560e+09 
 3.04713684e+14  2.16856442e+33  5.69111000e+01  9.11691177e-02  4.37060000e+00  3.81105556e-02  7.25693018e-03  8.70480971e-01  1.75687879e-04  1.58145311e+09 
 3.10460891e+14  2.16856739e+33  5.69111000e+01  9.11691471e-02  4.37060000e+00  3.81105738e-02  7.25692067e-03  8.70480770e-01  1.75685901e-04  1.58143275e+09 
 3.16208097e+14  2.16857036e+33  5.69111000e+01  9.11691741e-02  4.37060000e+00  3.81105905e-02  7.25691193e-03  8.70480584e-01  1.75684026e-04  1.58141353e+09 
 3.21955304e+14  2.16857333e+33  5.69111000e+01  9.11691990e-02  4.37060000e+00  3.81106060e-02  7.25690386e-03  8.70480413e-01  1.75682301e-04  1.58139584e+09 
 3.27702510e+14  2.16857630e+33  5.69111000e+01  9.11692224e-02  4.37060000e+00  3.81106205e-02  7.25689628e-03  8.70480253e-01  1.75680699e-04  1.58137939e+09 
 3.33449717e+14  2.16857927e+33  5.69111000e+01  9.11692430e-02  4.37060000e+00  3.81106333e-02  7.25688961e-03  8.70480111e-01  1.75679269e-04  1.58136474e+09 
 3.39196923e+14  2.16858224e+33  5.69111000e+01  9.11692625e-02  4.37060000e+00  3.81106454e-02  7.25688329e-03  8.70479977e-01  1.75677992e-04  1.58135155e+09 
 3.44944130e+14  2.16858521e+33  5.69101000e+01  9.11692800e-02  4.37060000e+00  3.81106563e-02  7.25713264e-03  8.70479857e-01  1.75691412e-04  1.58133190e+09 
 3.50691336e+14  2.16858818e+33  5.69101000e+01  9.11692963e-02  4.37060000e+00  3.81106664e-02  7.25712735e-03  8.70479744e-01  1.75690339e-04  1.58132083e+09 
 3.56438543e+14  2.16859115e+33  5.69101000e+01  9.11693106e-02  4.37060000e+00  3.81106754e-02  7.25712269e-03  8.70479646e-01  1.75689293e-04  1.58131017e+09 
 3.62185749e+14  2.16859413e+33  5.69101000e+01  9.11693246e-02  4.37060000e+00  3.81106841e-02  7.25711814e-03  8.70479549e-01  1.75688331e-04  1.58130029e+09 
 3.67932956e+14  2.16859710e+33  5.69101000e+01  9.11693359e-02  4.37060000e+00  3.81106911e-02  7.25711448e-03  8.70479472e-01  1.75687561e-04  1.58129240e+09 
 3.73680162e+14  2.16860007e+33  5.69101000e+01  9.11693470e-02  4.37060000e+00  3.81106981e-02  7.25711087e-03  8.70479395e-01  1.75686844e-04  1.58128498e+09 
 3.79427369e+14  2.16860304e+33  5.69101000e+01  9.11693569e-02  4.37060000e+00  3.81107043e-02  7.25710764e-03  8.70479326e-01  1.75686134e-04  1.58127773e+09 
 3.85174575e+14  2.16860601e+33  5.69101000e+01  9.11693650e-02  4.37060000e+00  3.81107094e-02  7.25710499e-03  8.70479270e-01  1.75685608e-04  1.58127229e+09 
 3.90921782e+14  2.16860898e+33  5.69101000e+01  9.11693730e-02  4.37060000e+00  3.81107144e-02  7.25710239e-03  8.70479215e-01  1.75685077e-04  1.58126682e+09 
 3.96668988e+14  2.16861195e+33  5.69101000e+01  9.11693803e-02  4.37060000e+00  3.81107190e-02  7.25709999e-03  8.70479164e-01  1.75684550e-04  1.58126144e+09 
 4.02416195e+14  2.16861492e+33  5.69101000e+01  9.11693854e-02  4.37060000e+00  3.81107223e-02  7.25709831e-03  8.70479129e-01  1.75684214e-04  1.58125797e+09 
 4.08163401e+14  2.16861789e+33  5.69101000e+01  9.11693904e-02  4.37060000e+00  3.81107255e-02  7.25709667e-03  8.70479094e-01  1.75683844e-04  1.58125421e+09 
 4.13910608e+14  2.16862086e+33  5.69101000e+01  9.11693952e-02  4.37060000e+00  3.81107286e-02  7.25709507e-03  8.70479060e-01  1.75683507e-04  1.58125076e+09 
 4.19657814e+14  2.16862383e+33  5.69101000e+01  9.11693990e-02  4.37060000e+00  3.81107310e-02  7.25709381e-03  8.70479033e-01  1.75683239e-04  1.58124802e+09 
 4.25405021e+14  2.16862680e+33  5.69101000e+01  9.11694012e-02  4.37060000e+00  3.81107325e-02  7.25709307e-03  8.70479017e-01  1.75683054e-04  1.58124616e+09 
 4.31152227e+14  2.16862977e+33  5.69101000e+01  9.11694033e-02  4.37060000e+00  3.81107339e-02  7.25709236e-03  8.70479002e-01  1.75682956e-04  1.58124510e+09 
 4.36899433e+14  2.16863274e+33  5.69101000e+01  9.11694053e-02  4.37060000e+00  3.81107352e-02  7.25709169e-03  8.70478988e-01  1.75682832e-04  1.58124380e+09 
 4.42646640e+14  2.16863571e+33  5.69101000e+01  9.11694071e-02  4.37060000e+00  3.81107364e-02  7.25709106e-03  8.70478974e-01  1.75682643e-04  1.58124195e+09 
 4.48393846e+14  2.16863869e+33  5.69101000e+01  9.11694073e-02  4.37060000e+00  3.81107367e-02  7.25709096e-03  8.70478972e-01  1.75682641e-04  1.58124191e+09 
 4.54141053e+14  2.16864166e+33  5.69101000e+01  9.11694068e-02  4.37060000e+00  3.81107364e-02  7.25709110e-03  8.70478975e-01  1.75682679e-04  1.58124230e+09 
 4.59888259e+14  2.16864463e+33  5.69101000e+01  9.11694062e-02  4.37060000e+00  3.81107362e-02  7.25709127e-03  8.70478979e-01  1.75682723e-04  1.58124275e+09 
 4.65635466e+14  2.16864760e+33  5.69101000e+01  9.11694055e-02  4.37060000e+00  3.81107358e-02  7.25709147e-03  8.70478983e-01  1.75682759e-04  1.58124313e+09 
 4.71382672e+14  2.16865057e+33  5.69101000e+01  9.11694047e-02  4.37060000e+00  3.81107354e-02  7.25709169e-03  8.70478988e-01  1.75682771e-04  1.58124332e+09 
 4.77129879e+14  2.16865354e+33  5.69101000e+01  9.11694038e-02  4.37060000e+00  3.81107350e-02  7.25709194e-03  8.70478993e-01  1.75682831e-04  1.58124393e+09 
 4.82877085e+14  2.16865651e+33  5.69101000e+01  9.11694011e-02  4.37060000e+00  3.81107335e-02  7.25709276e-03  8.70479010e-01  1.75683032e-04  1.58124597e+09 
 4.88624292e+14  2.16865948e+33  5.69101000e+01  9.11693981e-02  4.37060000e+00  3.81107317e-02  7.25709369e-03  8.70479030e-01  1.75683255e-04  1.58124823e+09 
 4.94371498e+14  2.16866245e+33  5.69101000e+01  9.11693951e-02  4.37060000e+00  3.81107300e-02  7.25709464e-03  8.70479050e-01  1.75683482e-04  1.58125054e+09 
 5.00118705e+14  2.16866542e+33  5.69101000e+01  9.11693920e-02  4.37060000e+00  3.81107281e-02  7.25709562e-03  8.70479070e-01  1.75683652e-04  1.58125235e+09 
