# rhoc (cgs) 	 Pc (cgs) 	 R (km) 	 M (msol) 	 R_core (km) 	 M_core (msol) 	 I/(MR^2) 	 I_crust/(M_crust R_crust^2)/(I/(MR^2)) 	 k_2 	 Lambda 
 2.30000000e+14  1.41613660e+33  4.07434210e+03  3.04535919e-01  4.80660000e+00  3.72967330e-02  1.46338050e-01  9.99999573e-01 -1.65386471e-04 -6.73229592e+15 
 2.34307685e+14  1.50472033e+33  5.66883100e+02  7.76696356e-02  4.89460000e+00  4.00105001e-02  4.57641702e-03  9.96927956e-01  1.56729262e-03  3.08268875e+15 
 2.38615370e+14  1.59930137e+33  1.89400100e+02  7.61778816e-02  4.98360000e+00  4.29064374e-02  2.02080368e-03  9.29455513e-01  2.66208426e-04  2.40185476e+12 
 2.42923055e+14  1.70068811e+33  1.08882100e+02  7.75313245e-02  5.07360000e+00  4.60028019e-02  2.64898657e-03  8.22429806e-01  1.65406191e-04  8.58057845e+10 
 2.47230740e+14  1.80896542e+33  7.53631000e+01  7.96058559e-02  5.16460000e+00  4.93066442e-02  4.08611088e-03  7.40372359e-01  1.39399664e-04  1.00669706e+10 
 2.51538424e+14  1.92491954e+33  5.72661000e+01  8.21365620e-02  5.25760000e+00  5.28545411e-02  6.17513104e-03  6.79973364e-01  1.40272183e-04  2.19454944e+09 
 2.55846109e+14  2.04915558e+33  4.60611000e+01  8.50506180e-02  5.35060000e+00  5.66276549e-02  8.88667920e-03  6.31922727e-01  1.64658367e-04  7.28511382e+08 
 2.60153794e+14  2.18493137e+33  3.83801000e+01  8.83970578e-02  5.44760000e+00  6.07654635e-02  1.22810111e-02  5.89696191e-01  2.22889810e-04  3.26587872e+08 
 2.64461479e+14  2.32219455e+33  3.31921000e+01  9.18970377e-02  5.54060000e+00  6.49449943e-02  1.60503440e-02  5.53787286e-01  3.24054954e-04  1.89170380e+08 
 2.68769164e+14  2.47657230e+33  2.91161000e+01  9.59401185e-02  5.64060000e+00  6.96597755e-02  2.05837309e-02  5.18686716e-01  5.01031239e-04  1.22489241e+08 
 2.73076849e+14  2.63290267e+33  2.61451000e+01  1.00120094e-01  5.73560000e+00  7.44071523e-02  2.53866665e-02  4.87822336e-01  7.60687109e-04  8.77242644e+07 
 2.77384534e+14  2.80827737e+33  2.36811000e+01  1.04892652e-01  5.83760000e+00  7.97492512e-02  3.09338791e-02  4.57030449e-01  1.16129243e-03  6.46835743e+07 
 2.81692219e+14  2.96552553e+33  2.19921000e+01  1.09229255e-01  5.92460000e+00  8.45335489e-02  3.59819171e-02  4.32427101e-01  1.62673801e-03  5.11122091e+07 
 2.85999904e+14  2.96560314e+33  2.19911000e+01  1.09231330e-01  5.92460000e+00  8.45349075e-02  3.59852654e-02  4.32427586e-01  1.62709013e-03  5.11067950e+07 
 2.90307589e+14  2.96568075e+33  2.19911000e+01  1.09233287e-01  5.92460000e+00  8.45361885e-02  3.59853364e-02  4.32428039e-01  1.62707360e-03  5.11016992e+07 
 2.94615273e+14  2.96575837e+33  2.19901000e+01  1.09235130e-01  5.92460000e+00  8.45373958e-02  3.59886763e-02  4.32428465e-01  1.62742772e-03  5.10968889e+07 
 2.98922958e+14  2.96583598e+33  2.19891000e+01  1.09236867e-01  5.92460000e+00  8.45385333e-02  3.59920127e-02  4.32428871e-01  1.62778283e-03  5.10923564e+07 
 3.03230643e+14  2.96591359e+33  2.19891000e+01  1.09238504e-01  5.92460000e+00  8.45396048e-02  3.59920717e-02  4.32429254e-01  1.62776896e-03  5.10880940e+07 
 3.07538328e+14  2.96599120e+33  2.19881000e+01  1.09240044e-01  5.92460000e+00  8.45406136e-02  3.59954009e-02  4.32429613e-01  1.62812579e-03  5.10840737e+07 
 3.11846013e+14  2.96606882e+33  2.19881000e+01  1.09241494e-01  5.92460000e+00  8.45415638e-02  3.59954525e-02  4.32429943e-01  1.62811342e-03  5.10802959e+07 
 3.16153698e+14  2.96614643e+33  2.19871000e+01  1.09242857e-01  5.92460000e+00  8.45424577e-02  3.59987751e-02  4.32430251e-01  1.62847176e-03  5.10767345e+07 
 3.20461383e+14  2.96622404e+33  2.19871000e+01  1.09244139e-01  5.92460000e+00  8.45432987e-02  3.59988200e-02  4.32430532e-01  1.62846073e-03  5.10733925e+07 
 3.24769068e+14  2.96630165e+33  2.19861000e+01  1.09245342e-01  5.92460000e+00  8.45440893e-02  3.60021366e-02  4.32430793e-01  1.62882042e-03  5.10702436e+07 
 3.29076753e+14  2.96637927e+33  2.19861000e+01  1.09246473e-01  5.92460000e+00  8.45448321e-02  3.60021753e-02  4.32431029e-01  1.62881059e-03  5.10672935e+07 
 3.33384438e+14  2.96645688e+33  2.19861000e+01  1.09247533e-01  5.92460000e+00  8.45455295e-02  3.60022112e-02  4.32431243e-01  1.62880133e-03  5.10645249e+07 
 3.37692122e+14  2.96653449e+33  2.19851000e+01  1.09248528e-01  5.92460000e+00  8.45461844e-02  3.60055198e-02  4.32431440e-01  1.62916278e-03  5.10619179e+07 
 3.41999807e+14  2.96661211e+33  2.19851000e+01  1.09249457e-01  5.92460000e+00  8.45467974e-02  3.60055501e-02  4.32431608e-01  1.62915453e-03  5.10594875e+07 
 3.46307492e+14  2.96668972e+33  2.19851000e+01  1.09250328e-01  5.92460000e+00  8.45473724e-02  3.60055781e-02  4.32431758e-01  1.62914674e-03  5.10572082e+07 
 3.50615177e+14  2.96676733e+33  2.19841000e+01  1.09251141e-01  5.92460000e+00  8.45479097e-02  3.60088796e-02  4.32431894e-01  1.62950968e-03  5.10550703e+07 
 3.54922862e+14  2.96684494e+33  2.19841000e+01  1.09251899e-01  5.92460000e+00  8.45484115e-02  3.60089029e-02  4.32432011e-01  1.62950278e-03  5.10530832e+07 
 3.59230547e+14  2.96692256e+33  2.19841000e+01  1.09252605e-01  5.92460000e+00  8.45488799e-02  3.60089241e-02  4.32432111e-01  1.62949629e-03  5.10512293e+07 
 3.63538232e+14  2.96700017e+33  2.19841000e+01  1.09253262e-01  5.92460000e+00  8.45493165e-02  3.60089433e-02  4.32432198e-01  1.62949016e-03  5.10495017e+07 
 3.67845917e+14  2.96707778e+33  2.19841000e+01  1.09253873e-01  5.92460000e+00  8.45497226e-02  3.60089606e-02  4.32432269e-01  1.62948443e-03  5.10478963e+07 
 3.72153602e+14  2.96715540e+33  2.19831000e+01  1.09254436e-01  5.92460000e+00  8.45500985e-02  3.60122523e-02  4.32432331e-01  1.62984944e-03  5.10464023e+07 
 3.76461286e+14  2.96723301e+33  2.19831000e+01  1.09254958e-01  5.92460000e+00  8.45504473e-02  3.60122660e-02  4.32432376e-01  1.62984439e-03  5.10450249e+07 
 3.80768971e+14  2.96731062e+33  2.19831000e+01  1.09255441e-01  5.92460000e+00  8.45507704e-02  3.60122780e-02  4.32432409e-01  1.62983966e-03  5.10437503e+07 
 3.85076656e+14  2.96738823e+33  2.19831000e+01  1.09255881e-01  5.92460000e+00  8.45510667e-02  3.60122883e-02  4.32432429e-01  1.62983525e-03  5.10425825e+07 
 3.89384341e+14  2.96746585e+33  2.19831000e+01  1.09256287e-01  5.92460000e+00  8.45513404e-02  3.60122971e-02  4.32432439e-01  1.62983111e-03  5.10415042e+07 
 3.93692026e+14  2.96754346e+33  2.19831000e+01  1.09256656e-01  5.92460000e+00  8.45515897e-02  3.60123045e-02  4.32432438e-01  1.62982727e-03  5.10405234e+07 
 3.97999711e+14  2.96762107e+33  2.19821000e+01  1.09256991e-01  5.92460000e+00  8.45518175e-02  3.60155872e-02  4.32432430e-01  1.63019415e-03  5.10396192e+07 
 4.02307396e+14  2.96769869e+33  2.19821000e+01  1.09257296e-01  5.92460000e+00  8.45520253e-02  3.60155919e-02  4.32432409e-01  1.63019082e-03  5.10388040e+07 
 4.06615081e+14  2.96777630e+33  2.19821000e+01  1.09257567e-01  5.92460000e+00  8.45522117e-02  3.60155952e-02  4.32432379e-01  1.63018775e-03  5.10380739e+07 
 4.10922766e+14  2.96785391e+33  2.19821000e+01  1.09257809e-01  5.92460000e+00  8.45523789e-02  3.60155973e-02  4.32432339e-01  1.63018490e-03  5.10374200e+07 
 4.15230451e+14  2.96793152e+33  2.19821000e+01  1.09258023e-01  5.92460000e+00  8.45525280e-02  3.60155983e-02  4.32432291e-01  1.63018226e-03  5.10368378e+07 
 4.19538135e+14  2.96800914e+33  2.19821000e+01  1.09258210e-01  5.92460000e+00  8.45526599e-02  3.60155982e-02  4.32432235e-01  1.63017985e-03  5.10363249e+07 
 4.23845820e+14  2.96808675e+33  2.19821000e+01  1.09258371e-01  5.92460000e+00  8.45527750e-02  3.60155970e-02  4.32432172e-01  1.63017763e-03  5.10358784e+07 
 4.28153505e+14  2.96816436e+33  2.19821000e+01  1.09258508e-01  5.92460000e+00  8.45528740e-02  3.60155948e-02  4.32432101e-01  1.63017561e-03  5.10354961e+07 
 4.32461190e+14  2.96824197e+33  2.19821000e+01  1.09258621e-01  5.92460000e+00  8.45529576e-02  3.60155917e-02  4.32432023e-01  1.63017379e-03  5.10351753e+07 
 4.36768875e+14  2.96831959e+33  2.19821000e+01  1.09258711e-01  5.92460000e+00  8.45530265e-02  3.60155876e-02  4.32431938e-01  1.63017214e-03  5.10349133e+07 
 4.41076560e+14  2.96839720e+33  2.19821000e+01  1.09258779e-01  5.92460000e+00  8.45530812e-02  3.60155826e-02  4.32431847e-01  1.63017066e-03  5.10347074e+07 
 4.45384245e+14  2.96847481e+33  2.19821000e+01  1.09258827e-01  5.92460000e+00  8.45531225e-02  3.60155768e-02  4.32431749e-01  1.63016936e-03  5.10345553e+07 
 4.49691930e+14  2.96855243e+33  2.19821000e+01  1.09258855e-01  5.92460000e+00  8.45531511e-02  3.60155702e-02  4.32431647e-01  1.63016818e-03  5.10344527e+07 
 4.53999615e+14  2.96863004e+33  2.19821000e+01  1.09258865e-01  5.92460000e+00  8.45531677e-02  3.60155629e-02  4.32431538e-01  1.63016717e-03  5.10343986e+07 
 4.58307299e+14  2.96870765e+33  2.19821000e+01  1.09258857e-01  5.92460000e+00  8.45531729e-02  3.60155549e-02  4.32431425e-01  1.63016632e-03  5.10343903e+07 
 4.62614984e+14  2.96878526e+33  2.19821000e+01  1.09258830e-01  5.92460000e+00  8.45531657e-02  3.60155460e-02  4.32431306e-01  1.63016558e-03  5.10344304e+07 
