# rhoc (cgs) 	 Pc (cgs) 	 R (km) 	 M (msol) 	 R_core (km) 	 M_core (msol) 	 I/(MR^2) 	 I_crust/(M_crust R_crust^2)/(I/(MR^2)) 	 k_2 	 Lambda 
 2.30000000e+14  1.22460756e+33  3.94113410e+03  3.00209922e-01  5.19260000e+00  3.80489775e-02  1.39162677e-01  9.99999438e-01 -2.25172317e-04 -8.33804496e+15 
 2.34669579e+14  1.26322089e+33  3.38222310e+03  1.75597666e-01  5.21760000e+00  3.89569549e-02  1.07474894e-01  9.99998258e-01 -3.90704563e-03 -9.83636016e+17 
 2.39339158e+14  1.30156167e+33  1.76351610e+03  9.84371651e-02  5.24160000e+00  3.98411665e-02  3.17779236e-02  9.99960193e-01  4.50464931e-05  7.89461617e+15 
 2.44008736e+14  1.33913280e+33  8.68871100e+02  8.41225890e-02  5.26260000e+00  4.06660192e-02  8.87778866e-03  9.99294769e-01  1.08650833e-03  1.21287222e+16 
 2.48678315e+14  1.37611792e+33  5.40514100e+02  8.09271678e-02  5.28260000e+00  4.14609063e-02  4.46194159e-03  9.96136068e-01  1.16432065e-03  1.46961782e+15 
 2.53347894e+14  1.41221770e+33  3.89150100e+02  7.97832214e-02  5.30060000e+00  4.22075242e-02  3.09409811e-03  9.88845889e-01  6.53952848e-04  1.71452060e+14 
 2.58017473e+14  1.44775158e+33  3.04370100e+02  7.92871989e-02  5.31660000e+00  4.29094716e-02  2.53365068e-03  9.77126357e-01  4.85056200e-04  3.84021023e+13 
 2.62687051e+14  1.48190152e+33  2.51981100e+02  7.90778601e-02  5.33160000e+00  4.35701770e-02  2.28832500e-03  9.62235570e-01  3.81187714e-04  1.18924838e+13 
 2.67356630e+14  1.51567199e+33  2.15868100e+02  7.90101039e-02  5.34560000e+00  4.42025971e-02  2.18750891e-03  9.45152850e-01  3.19530523e-04  4.61965892e+12 
 2.72026209e+14  1.54731407e+33  1.90831100e+02  7.90221277e-02  5.35760000e+00  4.47703118e-02  2.16785667e-03  9.28075330e-01  2.79894887e-04  2.18305923e+12 
 2.76695788e+14  1.58843210e+33  1.66450100e+02  7.91049790e-02  5.37260000e+00  4.54875350e-02  2.20984916e-03  9.05541942e-01  2.44330667e-04  9.57078509e+11 
 2.81365366e+14  1.65510331e+33  1.37610100e+02  7.93535571e-02  5.39460000e+00  4.66295831e-02  2.38998062e-03  8.68784454e-01  2.06217923e-04  3.07124417e+11 
