# rhoc (cgs) 	 Pc (cgs) 	 R (km) 	 M (msol) 	 R_core (km) 	 M_core (msol) 	 I/(MR^2) 	 I_crust/(M_crust R_crust^2)/(I/(MR^2)) 	 k_2 	 Lambda 
 2.30000000e+14  3.57004706e+33  1.51701000e+01  1.95837312e-01  7.84260000e+00  1.67773139e-01  1.16866313e-01  2.60692274e-01  2.59713242e-02  6.87903459e+06 
 2.30283832e+14  3.58572693e+33  1.51471000e+01  1.96565458e-01  7.85160000e+00  1.68508091e-01  1.17413342e-01  2.59721659e-01  2.62519606e-02  6.77394361e+06 
 2.30567664e+14  3.60149533e+33  1.51251000e+01  1.97297132e-01  7.86060000e+00  1.69246134e-01  1.17948251e-01  2.58756986e-01  2.65272999e-02  6.67035325e+06 
 2.30851496e+14  3.61788431e+33  1.51021000e+01  1.98057072e-01  7.86960000e+00  1.69999943e-01  1.18508698e-01  2.57864365e-01  2.68176777e-02  6.56484513e+06 
 2.31135329e+14  3.63427329e+33  1.50791000e+01  1.98816518e-01  7.87960000e+00  1.70795497e-01  1.19071629e-01  2.56641566e-01  2.71111960e-02  6.46147763e+06 
 2.31419161e+14  3.65066227e+33  1.50571000e+01  1.99575458e-01  7.88860000e+00  1.71551526e-01  1.19621163e-01  2.55738710e-01  2.73987878e-02  6.36019943e+06 
 2.31702993e+14  3.66705126e+33  1.50351000e+01  2.00333880e-01  7.89860000e+00  1.72349476e-01  1.20173011e-01  2.54506090e-01  2.76893662e-02  6.26096085e+06 
 2.31986825e+14  3.68344024e+33  1.50131000e+01  2.01091773e-01  7.90760000e+00  1.73107694e-01  1.20727181e-01  2.53593047e-01  2.79829616e-02  6.16371326e+06 
 2.32270657e+14  3.69982922e+33  1.49921000e+01  2.01849127e-01  7.91660000e+00  1.73866942e-01  1.21267506e-01  2.52674838e-01  2.82701749e-02  6.06840915e+06 
 2.32554489e+14  3.71621820e+33  1.49711000e+01  2.02605929e-01  7.92560000e+00  1.74627215e-01  1.21809983e-01  2.51751461e-01  2.85602443e-02  5.97500264e+06 
