# rhoc (cgs) 	 Pc (cgs) 	 R (km) 	 M (msol) 	 R_core (km) 	 M_core (msol) 	 I/(MR^2) 	 I_crust/(M_crust R_crust^2)/(I/(MR^2)) 	 k_2 	 Lambda 
 2.30000000e+14  1.22287515e+33  3.36487100e+02  8.81111244e-02  2.79860000e+00  8.97886906e-03  3.11195970e-03  9.99118985e-01  6.03612075e-04  4.65601830e+13 
 2.33048852e+14  1.25624359e+33  2.86509100e+02  8.76530967e-02  2.86560000e+00  9.70649709e-03  2.81702108e-03  9.98472700e-01  4.91631074e-04  1.74206152e+13 
 2.36097704e+14  1.29082331e+33  2.47366100e+02  8.73422094e-02  2.93260000e+00  1.04741550e-02  2.64880823e-03  9.97532224e-01  4.12905217e-04  7.14494339e+12 
 2.39146556e+14  1.32711055e+33  2.15685100e+02  8.71413418e-02  2.99760000e+00  1.12662990e-02  2.57098359e-03  9.96238143e-01  3.54690054e-04  3.12893755e+12 
 2.42195408e+14  1.36450107e+33  1.90040100e+02  8.70326009e-02  3.06260000e+00  1.20984110e-02  2.56498960e-03  9.94556476e-01  3.11569074e-04  1.46872052e+12 
 2.45244261e+14  1.40189160e+33  1.69514100e+02  8.69998476e-02  3.12360000e+00  1.29234049e-02  2.61522153e-03  9.92550697e-01  2.79380121e-04  7.45075979e+11 
 2.48293113e+14  1.44154604e+33  1.51848100e+02  8.70301375e-02  3.18560000e+00  1.38033472e-02  2.71683547e-03  9.90089272e-01  2.53519260e-04  3.89294081e+11 
 2.51341965e+14  1.48268127e+33  1.36820100e+02  8.71188550e-02  3.24660000e+00  1.47140611e-02  2.86580778e-03  9.87216187e-01  2.33014618e-04  2.11417177e+11 
 2.54390817e+14  1.52381651e+33  1.24354100e+02  8.72557279e-02  3.30460000e+00  1.56226188e-02  3.05266641e-03  9.84063284e-01  2.17157576e-04  1.21247887e+11 
 2.57439669e+14  1.56843019e+33  1.13053100e+02  8.74499093e-02  3.36460000e+00  1.66073104e-02  3.29311306e-03  9.80371258e-01  2.03860996e-04  6.99065845e+10 
 2.60488521e+14  1.61388221e+33  1.03370100e+02  8.76901725e-02  3.42360000e+00  1.76183896e-02  3.57498394e-03  9.76338635e-01  1.93454176e-04  4.18183169e+10 
 2.63537373e+14  1.65936104e+33  9.51441000e+01  8.79675332e-02  3.47960000e+00  1.86235299e-02  3.89109439e-03  9.72101046e-01  1.85542089e-04  2.60800287e+10 
 2.66586225e+14  1.70963494e+33  8.73921000e+01  8.83122337e-02  3.53960000e+00  1.97444945e-02  4.27770046e-03  9.67170208e-01  1.79116284e-04  1.61420980e+10 
 2.69635077e+14  1.75990885e+33  8.07611000e+01  8.86929856e-02  3.59660000e+00  2.08595207e-02  4.70133298e-03  9.62053815e-01  1.74710383e-04  1.03860844e+10 
 2.72683930e+14  1.81521260e+33  7.45081000e+01  8.91486847e-02  3.65560000e+00  2.20708731e-02  5.20741911e-03  9.56278366e-01  1.71879055e-04  6.65631830e+09 
 2.75732782e+14  1.88947127e+33  6.73901000e+01  8.98239737e-02  3.73360000e+00  2.37402215e-02  5.95824678e-03  9.48060469e-01  1.71037741e-04  3.86081967e+09 
 2.78781634e+14  1.96238209e+33  6.15271000e+01  9.05547870e-02  3.80560000e+00  2.53743819e-02  6.77376827e-03  9.39701947e-01  1.73397720e-04  2.38444288e+09 
