# rhoc (cgs) 	 Pc (cgs) 	 R (km) 	 M (msol) 	 R_core (km) 	 M_core (msol) 	 I/(MR^2) 	 I_crust/(M_crust R_crust^2)/(I/(MR^2)) 	 k_2 	 Lambda 
 2.30000000e+14  1.22552412e+33  1.29562610e+03  1.01466802e-01  2.67960000e+00  8.23741084e-03  1.81479307e-02  9.99992491e-01 -3.25688568e-04 -1.04990372e+16 
 2.31152442e+14  1.24005253e+33  1.07976810e+03  9.76137854e-02  2.71160000e+00  8.55670059e-03  1.32432044e-02  9.99983625e-01  5.26668856e-04  8.28328699e+15 
 2.32304885e+14  1.25572047e+33  9.00066100e+02  9.48206896e-02  2.74560000e+00  8.90511192e-03  9.84573400e-03  9.99965199e-01  9.22703893e-04  6.75285164e+15 
 2.33457327e+14  1.27138842e+33  7.62247100e+02  9.28960257e-02  2.77860000e+00  9.25336647e-03  7.64963625e-03  9.99932189e-01  1.13672058e-03  4.01527537e+15 
 2.34609770e+14  1.28705636e+33  6.55272100e+02  9.15170249e-02  2.81060000e+00  9.60087856e-03  6.18309336e-03  9.99877722e-01  1.08370897e-03  1.93677855e+15 
 2.35762212e+14  1.30272430e+33  5.70947100e+02  9.04955429e-02  2.84260000e+00  9.95626368e-03  5.17116495e-03  9.99793505e-01  1.28451489e-03  1.21941331e+15 
 2.36914654e+14  1.31839225e+33  5.03402100e+02  8.97182682e-02  2.87360000e+00  1.03101624e-02  4.45229521e-03  9.99670831e-01  1.11919382e-03  5.91077448e+14 
 2.38067097e+14  1.33406019e+33  4.48462100e+02  8.91143478e-02  2.90360000e+00  1.06620046e-02  3.92919464e-03  9.99500634e-01  8.76576126e-04  2.68688193e+14 
 2.39219539e+14  1.34972814e+33  4.03140100e+02  8.86377722e-02  2.93260000e+00  1.10112277e-02  3.54141532e-03  9.99274119e-01  7.62085079e-04  1.40850267e+14 
 2.40371982e+14  1.36619926e+33  3.63487100e+02  8.82401587e-02  2.96360000e+00  1.13908351e-02  3.23728477e-03  9.98963913e-01  6.57741671e-04  7.40862048e+13 
 2.41524424e+14  1.38311787e+33  3.29369100e+02  8.79164270e-02  2.99360000e+00  1.17701233e-02  3.00501009e-03  9.98562109e-01  5.75517794e-04  4.03358537e+13 
 2.42676866e+14  1.40003649e+33  3.00525100e+02  8.76601424e-02  3.02360000e+00  1.21569270e-02  2.83314667e-03  9.98064991e-01  5.10164007e-04  2.29441031e+13 
