# rhoc (cgs) 	 Pc (cgs) 	 R (km) 	 M (msol) 	 R_core (km) 	 M_core (msol) 	 I/(MR^2) 	 I_crust/(M_crust R_crust^2)/(I/(MR^2)) 	 k_2 	 Lambda 
 2.30000000e+14  1.19470448e+33  2.97112510e+03  5.95478517e-01  2.69860000e+00  8.45981565e-03  1.19918985e-01  9.99999962e-01 -6.67378190e-02 -1.95981280e+16 
 2.41269778e+14  1.37300765e+33  3.96783910e+03  3.43921859e-01  3.05160000e+00  1.25542540e-02  1.42656517e-01  9.99999941e-01 -3.44633931e-03 -6.68956345e+16 
 2.52539556e+14  1.58105546e+33  2.75320100e+02  7.81988836e-02  3.38160000e+00  1.75301027e-02  2.34832553e-03  9.94391505e-01  4.21927333e-04  2.16766851e+13 
 2.63809334e+14  1.82481407e+33  9.27351000e+01  7.99239074e-02  3.69660000e+00  2.35044496e-02  3.29313508e-03  9.44936375e-01  1.56703168e-04  3.12956040e+10 
 2.75079112e+14  2.10601658e+33  5.27311000e+01  8.43911921e-02  3.99760000e+00  3.05111115e-02  7.28721123e-03  8.89698519e-01  1.52177570e-04  1.37647260e+09 
 2.86348890e+14  2.22253675e+33  4.52401000e+01  8.64587783e-02  4.10560000e+00  3.33696302e-02  9.38773804e-03  8.69168344e-01  1.75265958e-04  6.52887359e+08 
 2.97618668e+14  2.39227007e+33  3.83291000e+01  8.93174594e-02  4.23860000e+00  3.72032417e-02  1.24816989e-02  8.42664735e-01  2.30836368e-04  3.19031757e+08 
 3.08888446e+14  2.56784797e+33  3.35671000e+01  9.22116734e-02  4.35760000e+00  4.09683660e-02  1.57785335e-02  8.17524674e-01  3.18916884e-04  1.93591144e+08 
 3.20158224e+14  2.74936804e+33  3.00911000e+01  9.51194596e-02  4.46660000e+00  4.47076721e-02  1.92074043e-02  7.93271843e-01  4.44274406e-04  1.33678980e+08 
 3.31428002e+14  2.93666270e+33  2.74461000e+01  9.80241825e-02  4.56560000e+00  4.83864370e-02  2.27120089e-02  7.70107599e-01  6.10559844e-04  9.97777435e+07 
 3.42697780e+14  3.12970706e+33  2.53661000e+01  1.00917047e-01  4.65660000e+00  5.20222006e-02  2.62532891e-02  7.47850198e-01  8.20358010e-04  7.81659550e+07 
 3.53967558e+14  3.32857068e+33  2.36881000e+01  1.03793832e-01  4.74160000e+00  5.56421888e-02  2.97998600e-02  7.26232715e-01  1.07490100e-03  6.32019165e+07 
