# rhoc (cgs) 	 Pc (cgs) 	 R (km) 	 M (msol) 	 R_core (km) 	 M_core (msol) 	 I/(MR^2) 	 I_crust/(M_crust R_crust^2)/(I/(MR^2)) 	 k_2 	 Lambda 
 2.30000000e+14  2.38802905e+33  2.36501000e+01  1.50817978e-01  6.38760000e+00  8.32020301e-02  5.06379513e-02  7.04201010e-01  3.64169338e-03  3.27922407e+07 
 2.30400207e+14  2.39626965e+33  2.35951000e+01  1.51046819e-01  6.39260000e+00  8.34765916e-02  5.08575267e-02  7.03158305e-01  3.67814999e-03  3.24899475e+07 
 2.30800415e+14  2.40451026e+33  2.35411000e+01  1.51275239e-01  6.39860000e+00  8.37785545e-02  5.10744248e-02  7.01936323e-01  3.71434472e-03  3.21917892e+07 
 2.31200622e+14  2.41275086e+33  2.34881000e+01  1.51503232e-01  6.40360000e+00  8.40535428e-02  5.12885715e-02  7.00890824e-01  3.75025632e-03  3.18976929e+07 
 2.31600829e+14  2.42099146e+33  2.34351000e+01  1.51730803e-01  6.40960000e+00  8.43560205e-02  5.15042926e-02  6.99665227e-01  3.78667150e-03  3.16075824e+07 
 2.32001037e+14  2.42923206e+33  2.33831000e+01  1.51957948e-01  6.41460000e+00  8.46314263e-02  5.17171751e-02  6.98616933e-01  3.82278009e-03  3.13213901e+07 
 2.32401244e+14  2.43747266e+33  2.33311000e+01  1.52184666e-01  6.41960000e+00  8.49070162e-02  5.19315990e-02  6.97567415e-01  3.85938738e-03  3.10390453e+07 
 2.32801451e+14  2.44571326e+33  2.32791000e+01  1.52410958e-01  6.42560000e+00  8.52102257e-02  5.21475775e-02  6.96336608e-01  3.89650062e-03  3.07604785e+07 
 2.33201659e+14  2.45395386e+33  2.32281000e+01  1.52636820e-01  6.43060000e+00  8.54862230e-02  5.23606111e-02  6.95284257e-01  3.93328020e-03  3.04856283e+07 
 2.33601866e+14  2.46219446e+33  2.31781000e+01  1.52862254e-01  6.43560000e+00  8.57623978e-02  5.25706288e-02  6.94230684e-01  3.96970406e-03  3.02144278e+07 
 2.34002073e+14  2.47043506e+33  2.31281000e+01  1.53087260e-01  6.44060000e+00  8.60387481e-02  5.27821225e-02  6.93175888e-01  4.00661569e-03  2.99468124e+07 
 2.34402281e+14  2.47867567e+33  2.30781000e+01  1.53311835e-01  6.44560000e+00  8.63152738e-02  5.29951024e-02  6.92119848e-01  4.04402170e-03  2.96827207e+07 
 2.34802488e+14  2.48691627e+33  2.30291000e+01  1.53535976e-01  6.45160000e+00  8.66196373e-02  5.32049571e-02  6.90880520e-01  4.08104269e-03  2.94220936e+07 
 2.35202695e+14  2.49515687e+33  2.29811000e+01  1.53759688e-01  6.45660000e+00  8.68965524e-02  5.34116156e-02  6.89821606e-01  4.11765609e-03  2.91648717e+07 
 2.35602903e+14  2.50339747e+33  2.29321000e+01  1.53982967e-01  6.46160000e+00  8.71736374e-02  5.36243569e-02  6.88761442e-01  4.15564953e-03  2.89109930e+07 
 2.36003110e+14  2.51163807e+33  2.28851000e+01  1.54205813e-01  6.46660000e+00  8.74508910e-02  5.38291606e-02  6.87700013e-01  4.19231233e-03  2.86604070e+07 
 2.36403317e+14  2.52010447e+33  2.28361000e+01  1.54434332e-01  6.47160000e+00  8.77321127e-02  5.40443731e-02  6.86633319e-01  4.23112523e-03  2.84062997e+07 
 2.36803524e+14  2.52859403e+33  2.27871000e+01  1.54663063e-01  6.47660000e+00  8.80139122e-02  5.42610385e-02  6.85564962e-01  4.27043453e-03  2.81548168e+07 
 2.37203732e+14  2.53708360e+33  2.27401000e+01  1.54891379e-01  6.48160000e+00  8.82958977e-02  5.44696298e-02  6.84495355e-01  4.30837007e-03  2.79066044e+07 
 2.37603939e+14  2.54557317e+33  2.26921000e+01  1.55119280e-01  6.48660000e+00  8.85780675e-02  5.46844447e-02  6.83424496e-01  4.34774874e-03  2.76616041e+07 
 2.38004146e+14  2.55406274e+33  2.26451000e+01  1.55346764e-01  6.49160000e+00  8.88604195e-02  5.48958830e-02  6.82352380e-01  4.38667228e-03  2.74197647e+07 
 2.38404354e+14  2.56255230e+33  2.25981000e+01  1.55573832e-01  6.49760000e+00  8.91710098e-02  5.51087465e-02  6.81093615e-01  4.42609463e-03  2.71810328e+07 
 2.38804561e+14  2.57104187e+33  2.25521000e+01  1.55800483e-01  6.50260000e+00  8.94537633e-02  5.53181390e-02  6.80018617e-01  4.46503247e-03  2.69453573e+07 
 2.39204768e+14  2.57953144e+33  2.25061000e+01  1.56026716e-01  6.50760000e+00  8.97366926e-02  5.55289196e-02  6.78942363e-01  4.50446083e-03  2.67126874e+07 
 2.39604976e+14  2.58802100e+33  2.24611000e+01  1.56252530e-01  6.51260000e+00  9.00197958e-02  5.57361344e-02  6.77864844e-01  4.54337472e-03  2.64829742e+07 
 2.40005183e+14  2.59651057e+33  2.24151000e+01  1.56477925e-01  6.51660000e+00  9.02748406e-02  5.59496917e-02  6.76972915e-01  4.58379235e-03  2.62561673e+07 
 2.40405390e+14  2.60500014e+33  2.23711000e+01  1.56702900e-01  6.52160000e+00  9.05582434e-02  5.61546242e-02  6.75893230e-01  4.62265351e-03  2.60322226e+07 
 2.40805598e+14  2.61348970e+33  2.23261000e+01  1.56927455e-01  6.52660000e+00  9.08418148e-02  5.63659181e-02  6.74812279e-01  4.66303095e-03  2.58110902e+07 
 2.41205805e+14  2.62197927e+33  2.22831000e+01  1.57151589e-01  6.53160000e+00  9.11255528e-02  5.65684342e-02  6.73730054e-01  4.70179876e-03  2.55927279e+07 
 2.41606012e+14  2.63046884e+33  2.22391000e+01  1.57375302e-01  6.53660000e+00  9.14094558e-02  5.67773294e-02  6.72646559e-01  4.74209486e-03  2.53770876e+07 
 2.42006220e+14  2.63895841e+33  2.21961000e+01  1.57598592e-01  6.54160000e+00  9.16935218e-02  5.69824285e-02  6.71561787e-01  4.78180434e-03  2.51641275e+07 
 2.42406427e+14  2.64744797e+33  2.21531000e+01  1.57821459e-01  6.54660000e+00  9.19777500e-02  5.71888174e-02  6.70475727e-01  4.82198796e-03  2.49538045e+07 
 2.42806634e+14  2.65593754e+33  2.21111000e+01  1.58043902e-01  6.55060000e+00  9.22336146e-02  5.73913126e-02  6.69577683e-01  4.86155217e-03  2.47460767e+07 
 2.43206842e+14  2.66442711e+33  2.20681000e+01  1.58265921e-01  6.55560000e+00  9.25181205e-02  5.76002780e-02  6.68489401e-01  4.90269027e-03  2.45409011e+07 
 2.43607049e+14  2.67291667e+33  2.20271000e+01  1.58487516e-01  6.56060000e+00  9.28027831e-02  5.78000611e-02  6.67399828e-01  4.94207657e-03  2.43382403e+07 
 2.44007256e+14  2.68140624e+33  2.19851000e+01  1.58708688e-01  6.56460000e+00  9.30589514e-02  5.80063321e-02  6.66499309e-01  4.98304843e-03  2.41380513e+07 
 2.44407464e+14  2.68989581e+33  2.19441000e+01  1.58929433e-01  6.56960000e+00  9.33438821e-02  5.82085705e-02  6.65407502e-01  5.02335606e-03  2.39402975e+07 
 2.44807671e+14  2.69848114e+33  2.19031000e+01  1.59152238e-01  6.57460000e+00  9.36305628e-02  5.84118692e-02  6.64312834e-01  5.06405497e-03  2.37427470e+07 
 2.45207878e+14  2.70720605e+33  2.18621000e+01  1.59378253e-01  6.57960000e+00  9.39197384e-02  5.86161617e-02  6.63214588e-01  5.10511694e-03  2.35444280e+07 
 2.45608086e+14  2.71593095e+33  2.18211000e+01  1.59603858e-01  6.58360000e+00  9.41802718e-02  5.88216976e-02  6.62306733e-01  5.14665249e-03  2.33485272e+07 
 2.46008293e+14  2.72465585e+33  2.17801000e+01  1.59829054e-01  6.58860000e+00  9.44697434e-02  5.90284850e-02  6.61206260e-01  5.18866733e-03  2.31550067e+07 
 2.46408500e+14  2.73338076e+33  2.17391000e+01  1.60053839e-01  6.59360000e+00  9.47593800e-02  5.92365325e-02  6.60104500e-01  5.23116737e-03  2.29638298e+07 
 2.46808708e+14  2.74210566e+33  2.16991000e+01  1.60278213e-01  6.59760000e+00  9.50202460e-02  5.94403691e-02  6.59194125e-01  5.27294356e-03  2.27749613e+07 
 2.47208915e+14  2.75083056e+33  2.16591000e+01  1.60502176e-01  6.60260000e+00  9.53101679e-02  5.96454233e-02  6.58090121e-01  5.31519251e-03  2.25883648e+07 
 2.47609122e+14  2.75955547e+33  2.16201000e+01  1.60725728e-01  6.60660000e+00  9.55712329e-02  5.98461674e-02  6.57178163e-01  5.35668142e-03  2.24040063e+07 
 2.48009329e+14  2.76828037e+33  2.15811000e+01  1.60948866e-01  6.61160000e+00  9.58614320e-02  6.00480863e-02  6.56071920e-01  5.39863002e-03  2.22218505e+07 
 2.48409537e+14  2.77700528e+33  2.15421000e+01  1.61171593e-01  6.61660000e+00  9.61517864e-02  6.02511884e-02  6.54964390e-01  5.44104405e-03  2.20418640e+07 
 2.48809744e+14  2.78573018e+33  2.15031000e+01  1.61393908e-01  6.62060000e+00  9.64131592e-02  6.04554818e-02  6.54049888e-01  5.48392901e-03  2.18640137e+07 
 2.49209951e+14  2.79445508e+33  2.14651000e+01  1.61615806e-01  6.62560000e+00  9.67037821e-02  6.06553187e-02  6.52940088e-01  5.52600260e-03  2.16882684e+07 
 2.49610159e+14  2.80317999e+33  2.14271000e+01  1.61837295e-01  6.62960000e+00  9.69653387e-02  6.08563051e-02  6.52023980e-01  5.56853380e-03  2.15145947e+07 
 2.50010366e+14  2.81190489e+33  2.13901000e+01  1.62058365e-01  6.63360000e+00  9.72269696e-02  6.10527333e-02  6.51107151e-01  5.61021526e-03  2.13429635e+07 
 2.50410573e+14  2.82062980e+33  2.13521000e+01  1.62279025e-01  6.63860000e+00  9.75179579e-02  6.12560056e-02  6.49994187e-01  5.65366391e-03  2.11733413e+07 
 2.50810781e+14  2.82935470e+33  2.13151000e+01  1.62499265e-01  6.64260000e+00  9.77797649e-02  6.14546757e-02  6.49075729e-01  5.69624842e-03  2.10057006e+07 
 2.51210988e+14  2.83807960e+33  2.12791000e+01  1.62719094e-01  6.64760000e+00  9.80710051e-02  6.16486697e-02  6.47960485e-01  5.73793824e-03  2.08400109e+07 
 2.51611195e+14  2.84680451e+33  2.12421000e+01  1.62938505e-01  6.65160000e+00  9.83329816e-02  6.18495514e-02  6.47040403e-01  5.78142139e-03  2.06762425e+07 
 2.52011403e+14  2.85552941e+33  2.12061000e+01  1.63157500e-01  6.65560000e+00  9.85950218e-02  6.20457106e-02  6.46119643e-01  5.82399443e-03  2.05143680e+07 
 2.52411610e+14  2.86425431e+33  2.11701000e+01  1.63376081e-01  6.66060000e+00  9.88866087e-02  6.22429490e-02  6.45001149e-01  5.86701046e-03  2.03543586e+07 
 2.52811817e+14  2.87297922e+33  2.11351000e+01  1.63594241e-01  6.66460000e+00  9.91488136e-02  6.24353608e-02  6.44078707e-01  5.90907574e-03  2.01961882e+07 
 2.53212025e+14  2.88170412e+33  2.10991000e+01  1.63811988e-01  6.66860000e+00  9.94110765e-02  6.26347453e-02  6.43155609e-01  5.95297914e-03  2.00398277e+07 
 2.53612232e+14  2.89062483e+33  2.10641000e+01  1.64034204e-01  6.67360000e+00  9.97062377e-02  6.28289504e-02  6.42030863e-01  5.99576688e-03  1.98817942e+07 
 2.54012439e+14  2.89956999e+33  2.10281000e+01  1.64256624e-01  6.67760000e+00  9.99723188e-02  6.30301573e-02  6.41102722e-01  6.04040718e-03  1.97251493e+07 
 2.54412647e+14  2.90851514e+33  2.09931000e+01  1.64478642e-01  6.68160000e+00  1.00238472e-01  6.32264521e-02  6.40173909e-01  6.08406496e-03  1.95703023e+07 
 2.54812854e+14  2.91746029e+33  2.09581000e+01  1.64700256e-01  6.68560000e+00  1.00504697e-01  6.34238063e-02  6.39244402e-01  6.12816791e-03  1.94172270e+07 
 2.55213061e+14  2.92640544e+33  2.09231000e+01  1.64921465e-01  6.69060000e+00  1.00800745e-01  6.36222259e-02  6.38115046e-01  6.17272084e-03  1.92658975e+07 
 2.55613269e+14  2.93535059e+33  2.08881000e+01  1.65142271e-01  6.69460000e+00  1.01067147e-01  6.38217178e-02  6.37183875e-01  6.21772883e-03  1.91162889e+07 
 2.56013476e+14  2.94429574e+33  2.08541000e+01  1.65362672e-01  6.69860000e+00  1.01333617e-01  6.40161475e-02  6.36252006e-01  6.26169525e-03  1.89683766e+07 
 2.56413683e+14  2.95324089e+33  2.08201000e+01  1.65582669e-01  6.70260000e+00  1.01600152e-01  6.42116039e-02  6.35319454e-01  6.30610005e-03  1.88221357e+07 
 2.56813891e+14  2.96218604e+33  2.07861000e+01  1.65802260e-01  6.70760000e+00  1.01896655e-01  6.44080915e-02  6.34185868e-01  6.35094755e-03  1.86775427e+07 
 2.57214098e+14  2.97113120e+33  2.07531000e+01  1.66021446e-01  6.71160000e+00  1.02163356e-01  6.45993902e-02  6.33251628e-01  6.39470179e-03  1.85345742e+07 
 2.57614305e+14  2.98007635e+33  2.07191000e+01  1.66240226e-01  6.71560000e+00  1.02430120e-01  6.47979293e-02  6.32316688e-01  6.44043540e-03  1.83932063e+07 
 2.58014513e+14  2.98902150e+33  2.06861000e+01  1.66458600e-01  6.71960000e+00  1.02696944e-01  6.49912330e-02  6.31381042e-01  6.48505827e-03  1.82534170e+07 
 2.58414720e+14  2.99796665e+33  2.06541000e+01  1.66676570e-01  6.72360000e+00  1.02963825e-01  6.51792220e-02  6.30444713e-01  6.52853543e-03  1.81151840e+07 
 2.58814927e+14  3.00691180e+33  2.06211000e+01  1.66894133e-01  6.72760000e+00  1.03230765e-01  6.53744959e-02  6.29507676e-01  6.57401840e-03  1.79784846e+07 
 2.59215135e+14  3.01585695e+33  2.05891000e+01  1.67111289e-01  6.73160000e+00  1.03497763e-01  6.55644062e-02  6.28569912e-01  6.61833707e-03  1.78432981e+07 
 2.59615342e+14  3.02480210e+33  2.05571000e+01  1.67328038e-01  6.73560000e+00  1.03764817e-01  6.57552712e-02  6.27631439e-01  6.66307638e-03  1.77096027e+07 
 2.60015549e+14  3.03374725e+33  2.05251000e+01  1.67544380e-01  6.73960000e+00  1.04031925e-01  6.59470958e-02  6.26692251e-01  6.70824045e-03  1.75773777e+07 
 2.60415756e+14  3.04269240e+33  2.04941000e+01  1.67760315e-01  6.74360000e+00  1.04299086e-01  6.61334301e-02  6.25752347e-01  6.75218606e-03  1.74466026e+07 
 2.60815964e+14  3.05163756e+33  2.04621000e+01  1.67975843e-01  6.74760000e+00  1.04566300e-01  6.63271599e-02  6.24811728e-01  6.79819862e-03  1.73172566e+07 
 2.61216171e+14  3.06058271e+33  2.04311000e+01  1.68190964e-01  6.75160000e+00  1.04833565e-01  6.65153522e-02  6.23870389e-01  6.84297399e-03  1.71893209e+07 
 2.61616378e+14  3.06952786e+33  2.04001000e+01  1.68405677e-01  6.75560000e+00  1.05100879e-01  6.67044665e-02  6.22928330e-01  6.88816358e-03  1.70627753e+07 
 2.62016586e+14  3.07854516e+33  2.03691000e+01  1.68621712e-01  6.75960000e+00  1.05369420e-01  6.68944013e-02  6.21984517e-01  6.93371532e-03  1.69365957e+07 
