# rhoc (cgs) 	 Pc (cgs) 	 R (km) 	 M (msol) 	 R_core (km) 	 M_core (msol) 	 I/(MR^2) 	 I_crust/(M_crust R_crust^2)/(I/(MR^2)) 	 k_2 	 Lambda 
 2.30000000e+14  1.25401718e+33  3.11950010e+03  5.23900872e-01  3.49360000e+00  1.73096800e-02  1.19297022e-01  9.99999866e-01 -1.43986449e-02 -1.02345656e+16 
 2.32950402e+14  1.31506006e+33  3.42027410e+03  4.65677203e-01  3.59260000e+00  1.89917837e-02  1.26420631e-01  9.99999863e-01 -1.31989381e-02 -2.67908839e+16 
 2.35900805e+14  1.37967955e+33  3.72314410e+03  3.59314683e-01  3.69060000e+00  2.07767860e-02  1.31670221e-01  9.99999834e-01  6.47335934e-04  7.34298263e+15 
 2.38851207e+14  1.44790298e+33  3.09163710e+03  1.68070560e-01  3.78960000e+00  2.26943987e-02  9.17092107e-02  9.99999148e-01  5.04881624e-05  1.00981602e+16 
 2.41801609e+14  1.51987048e+33  8.01103100e+02  8.87755610e-02  3.88760000e+00  2.47225168e-02  8.11342762e-03  9.99689066e-01  1.10001746e-03  6.25090490e+15 
 2.44752012e+14  1.59607871e+33  3.26702100e+02  8.40086847e-02  3.98660000e+00  2.68979966e-02  2.86867216e-03  9.93611399e-01  5.54009646e-04  4.67976895e+13 
 2.47702414e+14  1.67637821e+33  1.90288100e+02  8.34445831e-02  4.08560000e+00  2.92096267e-02  2.36267630e-03  9.73762262e-01  2.98390695e-04  1.74751559e+12 
 2.50652817e+14  1.76143467e+33  1.29418100e+02  8.39219284e-02  4.18460000e+00  3.16677936e-02  2.70504964e-03  9.44003282e-01  2.12667569e-04  1.76143844e+11 
 2.53603219e+14  1.85397956e+33  9.52211000e+01  8.49835760e-02  4.28760000e+00  3.43763819e-02  3.53887710e-03  9.11067108e-01  1.76052688e-04  2.95258223e+10 
 2.56553621e+14  1.94652445e+33  7.51591000e+01  8.63733609e-02  4.38460000e+00  3.70873780e-02  4.71016550e-03  8.80992082e-01  1.62682422e-04  7.70757514e+09 
 2.59504024e+14  2.04217949e+33  6.17881000e+01  8.80399416e-02  4.48060000e+00  3.99147676e-02  6.20741504e-03  8.52732748e-01  1.62956247e-04  2.63490443e+09 
 2.62454426e+14  2.14880641e+33  5.16991000e+01  9.01039171e-02  4.58260000e+00  4.30881531e-02  8.17092563e-03  8.23744301e-01  1.77341193e-04  1.04730834e+09 
 2.65404828e+14  2.25543333e+33  4.46081000e+01  9.23356243e-02  4.67960000e+00  4.62759878e-02  1.03979854e-02  7.96742194e-01  2.07575645e-04  5.18760564e+08 
 2.68355231e+14  2.36708372e+33  3.91811000e+01  9.48114893e-02  4.77560000e+00  4.96089457e-02  1.29636957e-02  7.70271472e-01  2.59272156e-04  2.96758070e+08 
 2.71305633e+14  2.48936813e+33  3.47451000e+01  9.76612088e-02  4.87660000e+00  5.32937539e-02  1.60055371e-02  7.42727361e-01  3.44384404e-04  1.86410001e+08 
 2.74256035e+14  2.61165255e+33  3.13691000e+01  1.00627860e-01  4.97360000e+00  5.70090525e-02  1.92402841e-02  7.16508235e-01  4.64815393e-04  1.29947516e+08 
 2.77206438e+14  2.68355584e+33  2.97421000e+01  1.02416371e-01  5.02860000e+00  5.91982578e-02  2.12144782e-02  7.01727788e-01  5.54332415e-04  1.08730125e+08 
 2.80156840e+14  2.68497732e+33  2.97141000e+01  1.02450711e-01  5.02960000e+00  5.92391668e-02  2.12512933e-02  7.01457985e-01  5.56100533e-04  1.08382637e+08 
