# rhoc (cgs) 	 Pc (cgs) 	 R (km) 	 M (msol) 	 R_core (km) 	 M_core (msol) 	 I/(MR^2) 	 I_crust/(M_crust R_crust^2)/(I/(MR^2)) 	 k_2 	 Lambda 
 2.30000000e+14  1.24574250e+33  3.98176710e+03  3.26678621e-01  3.79460000e+00  2.00125908e-02  1.41703218e-01  9.99999853e-01 -2.52648157e-04 -6.45446445e+15 
 2.40625671e+14  1.46341084e+33  2.63777100e+02  7.89105408e-02  4.08160000e+00  2.60017989e-02  2.31214960e-03  9.87289501e-01  3.99465126e-04  1.58327953e+13 
 2.51251342e+14  1.72860511e+33  8.58141000e+01  8.10587643e-02  4.37860000e+00  3.34849950e-02  3.74470192e-03  8.93153547e-01  1.51568113e-04  1.91412189e+10 
 2.61877013e+14  2.04908147e+33  4.69581000e+01  8.67813582e-02  4.68360000e+00  4.27072044e-02  9.21146633e-03  8.02271289e-01  1.73001764e-04  7.62147933e+08 
 2.72502684e+14  2.43239799e+33  3.14661000e+01  9.52578241e-02  4.99660000e+00  5.39548479e-02  1.86330893e-02  7.14564872e-01  4.21105680e-04  1.57279017e+08 
 2.83128354e+14  2.43557794e+33  3.13901000e+01  9.53292116e-02  4.99960000e+00  5.40582409e-02  1.87160364e-02  7.13793237e-01  4.24452326e-04  1.56038148e+08 
 2.93754025e+14  2.43776805e+33  3.13471000e+01  9.53705016e-02  5.00060000e+00  5.41037321e-02  1.87631132e-02  7.13486000e-01  4.26345749e-04  1.55326956e+08 
 3.04379696e+14  2.45818960e+33  3.10021000e+01  9.56993224e-02  5.01060000e+00  5.45105218e-02  1.91470237e-02  7.10623171e-01  4.42149698e-04  1.49812814e+08 
 3.15005367e+14  2.48083982e+33  3.06721000e+01  9.60197706e-02  5.02160000e+00  5.49384664e-02  1.95241864e-02  7.07550230e-01  4.58114618e-04  1.44696080e+08 
 3.25631038e+14  2.50294213e+33  3.03951000e+01  9.62917291e-02  5.02960000e+00  5.52815950e-02  1.98481507e-02  7.05157203e-01  4.72192342e-04  1.40527162e+08 
 3.36256709e+14  2.52452672e+33  3.01621000e+01  9.65220667e-02  5.03660000e+00  5.55827949e-02  2.01253652e-02  7.03043786e-01  4.84496214e-04  1.37098777e+08 
 3.46882380e+14  2.54561689e+33  2.99651000e+01  9.67165596e-02  5.04260000e+00  5.58449161e-02  2.03626333e-02  7.01197284e-01  4.95222271e-04  1.34258876e+08 
 3.57508051e+14  2.56624337e+33  2.97981000e+01  9.68801999e-02  5.04760000e+00  5.60704233e-02  2.05652967e-02  6.99607663e-01  5.04525742e-04  1.31892301e+08 
 3.68133721e+14  2.58642963e+33  2.96571000e+01  9.70171744e-02  5.05160000e+00  5.62613606e-02  2.07368100e-02  6.98267318e-01  5.12484734e-04  1.29912102e+08 
 3.78759392e+14  2.60619727e+33  2.95371000e+01  9.71310501e-02  5.05460000e+00  5.64194632e-02  2.08826364e-02  6.97170275e-01  5.19329038e-04  1.28250726e+08 
 3.89385063e+14  2.62556629e+33  2.94341000e+01  9.72249173e-02  5.05760000e+00  5.65663580e-02  2.10073452e-02  6.96113444e-01  5.25257375e-04  1.26854662e+08 
