# rhoc (cgs) 	 Pc (cgs) 	 R (km) 	 M (msol) 	 R_core (km) 	 M_core (msol) 	 I/(MR^2) 	 I_crust/(M_crust R_crust^2)/(I/(MR^2)) 	 k_2 	 Lambda 
 2.30000000e+14  1.34055910e+33  3.89245310e+03  2.92940512e-01  3.84160000e+00  2.16456657e-02  1.35820478e-01  9.99999798e-01 -3.87662750e-04 -1.52490299e+16 
 2.31883686e+14  1.37079011e+33  3.35427910e+03  1.78445819e-01  3.88460000e+00  2.24905844e-02  1.05380708e-01  9.99999388e-01 -3.59552200e-05 -8.01298681e+15 
 2.33767372e+14  1.40102113e+33  1.83508310e+03  1.02645790e-01  3.92560000e+00  2.33245150e-02  3.42005877e-02  9.99988402e-01  7.55086268e-04  1.30959773e+17 
 2.35651058e+14  1.43125215e+33  8.97426100e+02  8.65022152e-02  3.96560000e+00  2.41597122e-02  9.40208029e-03  9.99778910e-01  6.68899350e-04  7.63460350e+15 
 2.37534745e+14  1.46271054e+33  5.33068100e+02  8.27961330e-02  4.00560000e+00  2.50210340e-02  4.43586508e-03  9.98534870e-01  1.11416417e-03  1.17052521e+15 
 2.39418431e+14  1.49592775e+33  3.62059100e+02  8.15072640e-02  4.04760000e+00  2.59437517e-02  2.94501538e-03  9.94859225e-01  6.10419977e-04  1.00256578e+14 
 2.41302117e+14  1.52914496e+33  2.70837100e+02  8.10474103e-02  4.08760000e+00  2.68532722e-02  2.41233854e-03  9.88102128e-01  4.21985489e-04  1.66997881e+13 
 2.43185803e+14  1.56236218e+33  2.15150100e+02  8.09489680e-02  4.12660000e+00  2.77629406e-02  2.23410904e-03  9.78537760e-01  3.23470536e-04  4.07431205e+12 
 2.45069489e+14  1.59557939e+33  1.77990100e+02  8.10464210e-02  4.16460000e+00  2.86716984e-02  2.23152611e-03  9.67039049e-01  2.65761814e-04  1.28935048e+12 
 2.46953175e+14  1.63171260e+33  1.49617100e+02  8.12892314e-02  4.20460000e+00  2.96551818e-02  2.34877908e-03  9.53448533e-01  2.26413572e-04  4.54163170e+11 
 2.48836861e+14  1.66823335e+33  1.28756100e+02  8.16320814e-02  4.24460000e+00  3.06588474e-02  2.55566017e-03  9.39432801e-01  2.00433944e-04  1.85812262e+11 
 2.50720547e+14  1.70475409e+33  1.12984100e+02  8.20446262e-02  4.28360000e+00  3.16621350e-02  2.83066232e-03  9.25734075e-01  1.82771905e-04  8.59634363e+10 
 2.52604234e+14  1.74127483e+33  1.00679100e+02  8.25092837e-02  4.32060000e+00  3.26471022e-02  3.16169537e-03  9.12709444e-01  1.70512012e-04  4.38032057e+10 
 2.54487920e+14  1.77904671e+33  9.05321000e+01  8.30323644e-02  4.35860000e+00  3.36759511e-02  3.55470331e-03  8.99906005e-01  1.61756828e-04  2.36704737e+10 
 2.56371606e+14  1.81913039e+33  8.18301000e+01  8.36261152e-02  4.39760000e+00  3.47613454e-02  4.02224639e-03  8.87109726e-01  1.55650737e-04  1.32609720e+10 
 2.58255292e+14  1.85921407e+33  7.47051000e+01  8.42525694e-02  4.43560000e+00  3.58452180e-02  4.53664531e-03  8.75028974e-01  1.52092843e-04  7.91612498e+09 
 2.60138978e+14  1.89929775e+33  6.87741000e+01  8.49060253e-02  4.47260000e+00  3.69263751e-02  5.09364236e-03  8.63582511e-01  1.50657839e-04  4.98875457e+09 
 2.62022664e+14  1.93938143e+33  6.37691000e+01  8.55820411e-02  4.50860000e+00  3.80036809e-02  5.68931121e-03  8.52692076e-01  1.51085744e-04  3.29556670e+09 
 2.63906350e+14  1.98256549e+33  5.91871000e+01  8.63322314e-02  4.54660000e+00  3.91653410e-02  6.37100512e-03  8.41453699e-01  1.53482236e-04  2.20748099e+09 
 2.65790037e+14  2.02644777e+33  5.52081000e+01  8.71155708e-02  4.58360000e+00  4.03316963e-02  7.10379101e-03  8.30587975e-01  1.57936039e-04  1.53315017e+09 
 2.67673723e+14  2.07033005e+33  5.17781000e+01  8.79171273e-02  4.62060000e+00  4.15133123e-02  7.87328462e-03  8.19994967e-01  1.64430950e-04  1.10640734e+09 
 2.69557409e+14  2.11421233e+33  4.87941000e+01  8.87343321e-02  4.65660000e+00  4.26903756e-02  8.67639351e-03  8.09768087e-01  1.73042399e-04  8.26226353e+08 
 2.71441095e+14  2.15920960e+33  4.61151000e+01  8.95863401e-02  4.69260000e+00  4.38939078e-02  9.53160896e-03  7.99607833e-01  1.84169260e-04  6.32109510e+08 
 2.73324781e+14  2.20710845e+33  4.36101000e+01  9.05082401e-02  4.72960000e+00  4.51646897e-02  1.04753223e-02  7.89170795e-01  1.98733553e-04  4.90156073e+08 
 2.75208467e+14  2.25500729e+33  4.14021000e+01  9.14440577e-02  4.76560000e+00  4.64308379e-02  1.14506288e-02  7.79043292e-01  2.16292344e-04  3.90790440e+08 
 2.77092153e+14  2.30290614e+33  3.94431000e+01  9.23919306e-02  4.80060000e+00  4.76910882e-02  1.24545030e-02  7.69209917e-01  2.37049011e-04  3.19221048e+08 
 2.78975839e+14  2.35080498e+33  3.76951000e+01  9.33501939e-02  4.83560000e+00  4.89652938e-02  1.34838319e-02  7.59472788e-01  2.61195874e-04  2.66307298e+08 
 2.80859526e+14  2.37456966e+33  3.68991000e+01  9.38275412e-02  4.85260000e+00  4.95940463e-02  1.40012115e-02  7.54743883e-01  2.74438342e-04  2.45154775e+08 
 2.82743212e+14  2.38963980e+33  3.64241000e+01  9.41255072e-02  4.86260000e+00  4.99748379e-02  1.43260505e-02  7.51918916e-01  2.83142095e-04  2.33335233e+08 
 2.84626898e+14  2.40470994e+33  3.59721000e+01  9.44188769e-02  4.87260000e+00  5.03541625e-02  1.46469589e-02  7.49114495e-01  2.92029402e-04  2.22602362e+08 
 2.86510584e+14  2.43660259e+33  3.50721000e+01  9.50328222e-02  4.89360000e+00  5.11533687e-02  1.53226357e-02  7.43247123e-01  3.11706011e-04  2.02653579e+08 
 2.88394270e+14  2.47258368e+33  3.41271000e+01  9.57245077e-02  4.91660000e+00  5.20450928e-02  1.60895779e-02  7.36792078e-01  3.35639936e-04  1.83579096e+08 
 2.90277956e+14  2.50908795e+33  3.32371000e+01  9.64251374e-02  4.93960000e+00  5.29475199e-02  1.68717626e-02  7.30338498e-01  3.61825344e-04  1.67198220e+08 
 2.92161642e+14  2.54568859e+33  3.24071000e+01  9.71263098e-02  4.96160000e+00  5.38337145e-02  1.76594314e-02  7.24110540e-01  3.90038357e-04  1.53176486e+08 
 2.94045329e+14  2.58273209e+33  3.16231000e+01  9.78344832e-02  4.98360000e+00  5.47292051e-02  1.84607361e-02  7.17888094e-01  4.20692889e-04  1.40960029e+08 
 2.95929015e+14  2.61996125e+33  3.08881000e+01  9.85445137e-02  5.00560000e+00  5.56311279e-02  1.92675798e-02  7.11679417e-01  4.53547570e-04  1.30312160e+08 
 2.97812701e+14  2.65753800e+33  3.01941000e+01  9.92593548e-02  5.02760000e+00  5.65412613e-02  2.00838472e-02  7.05474268e-01  4.88865319e-04  1.20923530e+08 
 2.99696387e+14  2.69539729e+33  2.95391000e+01  9.99775609e-02  5.04860000e+00  5.74358920e-02  2.09074151e-02  6.99491518e-01  5.26649742e-04  1.12606605e+08 
 3.01580073e+14  2.73350865e+33  2.89201000e+01  1.00698440e-01  5.06960000e+00  5.83372692e-02  2.17376357e-02  6.93516595e-01  5.66966977e-04  1.05198942e+08 
 3.03463759e+14  2.77199963e+33  2.83331000e+01  1.01424219e-01  5.08960000e+00  5.92234196e-02  2.25756646e-02  6.87767171e-01  6.09948945e-04  9.85425910e+07 
 3.05347445e+14  2.81064693e+33  2.77781000e+01  1.02150584e-01  5.11060000e+00  6.01383731e-02  2.34174798e-02  6.81802629e-01  6.55489892e-04  9.25641461e+07 
 3.07231132e+14  2.84977117e+33  2.72491000e+01  1.02883404e-01  5.13060000e+00  6.10387729e-02  2.42683090e-02  6.76062143e-01  7.03942181e-04  8.71243498e+07 
 3.09114818e+14  2.88899162e+33  2.67481000e+01  1.03615441e-01  5.14960000e+00  6.19198896e-02  2.51214054e-02  6.70563138e-01  7.55030993e-04  8.22006879e+07 
 3.10998504e+14  2.92871473e+33  2.62701000e+01  1.04354170e-01  5.16960000e+00  6.28337413e-02  2.59813871e-02  6.64830724e-01  8.09054811e-04  7.76794079e+07 
 3.12882190e+14  2.96857017e+33  2.58151000e+01  1.05092573e-01  5.18860000e+00  6.37283037e-02  2.68453351e-02  6.59340144e-01  8.65986452e-04  7.35509711e+07 
 3.14765876e+14  3.00883313e+33  2.53811000e+01  1.05835674e-01  5.20760000e+00  6.46304853e-02  2.77133592e-02  6.53850457e-01  9.25829801e-04  6.97415100e+07 
 3.16649562e+14  3.04932504e+33  2.49671000e+01  1.06580041e-01  5.22660000e+00  6.55382885e-02  2.85844786e-02  6.48364903e-01  9.88626271e-04  6.62310459e+07 
 3.18533248e+14  3.09012912e+33  2.45711000e+01  1.07327165e-01  5.24560000e+00  6.64526302e-02  2.94598575e-02  6.42880268e-01  1.05452191e-03  6.29794255e+07 
 3.20416934e+14  3.13125897e+33  2.41921000e+01  1.08077147e-01  5.26360000e+00  6.73486752e-02  3.03388541e-02  6.37641306e-01  1.12353092e-03  5.99586582e+07 
 3.22300621e+14  3.17260543e+33  2.38301000e+01  1.08827968e-01  5.28160000e+00  6.82498385e-02  3.12185450e-02  6.32407324e-01  1.19547193e-03  5.71524020e+07 
 3.24184307e+14  3.21437466e+33  2.34821000e+01  1.09583247e-01  5.29960000e+00  6.91583299e-02  3.21036058e-02  6.27173466e-01  1.27079581e-03  5.45265475e+07 
 3.26067993e+14  3.25626475e+33  2.31501000e+01  1.10337480e-01  5.31760000e+00  7.00708638e-02  3.29861850e-02  6.21944048e-01  1.34886422e-03  5.20817611e+07 
 3.27951679e+14  3.29867477e+33  2.28291000e+01  1.11097766e-01  5.33460000e+00  7.09661226e-02  3.38773265e-02  6.16966025e-01  1.43074960e-03  4.97793637e+07 
 3.29835365e+14  3.34118089e+33  2.25231000e+01  1.11856432e-01  5.35260000e+00  7.18905706e-02  3.47633072e-02  6.11738577e-01  1.51518300e-03  4.76287822e+07 
 3.31719051e+14  3.38416191e+33  2.22271000e+01  1.12620187e-01  5.36960000e+00  7.27968951e-02  3.56563981e-02  6.06765771e-01  1.60342701e-03  4.55984815e+07 
 3.33602737e+14  3.42731039e+33  2.19441000e+01  1.13383474e-01  5.38660000e+00  7.37073517e-02  3.65451326e-02  6.01796907e-01  1.69433394e-03  4.36925576e+07 
 3.35486424e+14  3.47083869e+33  2.16701000e+01  1.14150031e-01  5.40260000e+00  7.45979608e-02  3.74401388e-02  5.97090185e-01  1.78910381e-03  4.18917333e+07 
 3.37370110e+14  3.51463087e+33  2.14071000e+01  1.14917707e-01  5.41960000e+00  7.55198338e-02  3.83326884e-02  5.92124664e-01  1.88678790e-03  4.01925816e+07 
 3.39253796e+14  3.55870764e+33  2.11531000e+01  1.15686861e-01  5.43560000e+00  7.64204703e-02  3.92276386e-02  5.87424622e-01  1.98799690e-03  3.85863779e+07 
 3.41137482e+14  3.60314487e+33  2.09081000e+01  1.16458715e-01  5.45160000e+00  7.73269312e-02  4.01230360e-02  5.82726938e-01  2.09251250e-03  3.70637466e+07 
 3.43021168e+14  3.64777129e+33  2.06731000e+01  1.17230286e-01  5.46760000e+00  7.82373748e-02  4.10130043e-02  5.78032649e-01  2.19961847e-03  3.56241604e+07 
 3.44904854e+14  3.69285488e+33  2.04441000e+01  1.18006120e-01  5.48360000e+00  7.91546515e-02  4.19112622e-02  5.73338777e-01  2.31110689e-03  3.42535622e+07 
 3.46788540e+14  3.73803417e+33  2.02251000e+01  1.18779974e-01  5.49860000e+00  8.00476323e-02  4.28000421e-02  5.68919317e-01  2.42466567e-03  3.29577467e+07 
 3.48672226e+14  3.78376336e+33  2.00111000e+01  1.19559560e-01  5.51460000e+00  8.09754887e-02  4.36982119e-02  5.64228753e-01  2.54284758e-03  3.17191819e+07 
 3.50555913e+14  3.82959043e+33  1.98061000e+01  1.20337135e-01  5.52960000e+00  8.18787162e-02  4.45871896e-02  5.59814563e-01  2.66311650e-03  3.05460494e+07 
 3.52439599e+14  3.87587272e+33  1.96061000e+01  1.21118724e-01  5.54460000e+00  8.27883851e-02  4.54828525e-02  5.55402074e-01  2.78773614e-03  2.94252170e+07 
 3.54323285e+14  3.92234884e+33  1.94141000e+01  1.21899845e-01  5.55960000e+00  8.37016529e-02  4.63700323e-02  5.50992632e-01  2.91448554e-03  2.83596471e+07 
 3.56206971e+14  3.96918537e+33  1.92271000e+01  1.22683296e-01  5.57460000e+00  8.46203008e-02  4.72611539e-02  5.46584862e-01  3.04524724e-03  2.73421521e+07 
 3.58090657e+14  4.01631179e+33  1.90461000e+01  1.23467816e-01  5.58860000e+00  8.55154083e-02  4.81501057e-02  5.42458389e-01  3.17909700e-03  2.63714272e+07 
 3.59974343e+14  4.06370366e+33  1.88711000e+01  1.24252999e-01  5.60360000e+00  8.64428286e-02  4.90353282e-02  5.38054884e-01  3.31577046e-03  2.54451204e+07 
 3.61858029e+14  4.11148159e+33  1.87001000e+01  1.25040772e-01  5.61760000e+00  8.73473979e-02  4.99258515e-02  5.33934104e-01  3.45677650e-03  2.45584579e+07 
 3.63741716e+14  4.15942992e+33  1.85351000e+01  1.25827575e-01  5.63160000e+00  8.82549555e-02  5.08099265e-02  5.29816747e-01  3.60016796e-03  2.37130096e+07 
 3.65625402e+14  4.20786057e+33  1.83751000e+01  1.26618462e-01  5.64560000e+00  8.91687772e-02  5.16913876e-02  5.25701436e-01  3.74650526e-03  2.29011936e+07 
 3.67509088e+14  4.25638650e+33  1.82201000e+01  1.27407096e-01  5.65960000e+00  9.00847514e-02  5.25689351e-02  5.21588984e-01  3.89562516e-03  2.21274437e+07 
 3.69392774e+14  4.30545099e+33  1.80681000e+01  1.28200648e-01  5.67360000e+00  9.10075461e-02  5.34529456e-02  5.17477980e-01  4.04935447e-03  2.13828459e+07 
 3.71276460e+14  4.35463091e+33  1.79211000e+01  1.28992216e-01  5.68660000e+00  9.19035481e-02  5.43307515e-02  5.13656612e-01  4.20544053e-03  2.06721515e+07 
 3.73160146e+14  4.40425510e+33  1.77781000e+01  1.29787102e-01  5.70060000e+00  9.28343088e-02  5.52070600e-02  5.09550011e-01  4.36467242e-03  1.99889087e+07 
 3.75043832e+14  4.45409017e+33  1.76401000e+01  1.30581490e-01  5.71360000e+00  9.37389687e-02  5.60744168e-02  5.05734265e-01  4.52559983e-03  1.93348869e+07 
 3.76927518e+14  4.50427512e+33  1.75041000e+01  1.31377621e-01  5.72660000e+00  9.46480983e-02  5.69507775e-02  5.01921542e-01  4.69178820e-03  1.87067674e+07 
 3.78811205e+14  4.55476648e+33  1.73731000e+01  1.32174722e-01  5.73960000e+00  9.55612115e-02  5.78158924e-02  4.98111382e-01  4.85912104e-03  1.81038382e+07 
 3.80694891e+14  4.60551322e+33  1.72451000e+01  1.32972002e-01  5.75260000e+00  9.64777760e-02  5.86817233e-02  4.94303581e-01  5.03004609e-03  1.75253982e+07 
 3.82578577e+14  4.65666198e+33  1.71201000e+01  1.33771705e-01  5.76560000e+00  9.73992801e-02  5.95475055e-02  4.90497943e-01  5.20438150e-03  1.69686652e+07 
 3.84462263e+14  4.70797156e+33  1.69991000e+01  1.34570060e-01  5.77860000e+00  9.83232079e-02  6.04052914e-02  4.86694169e-01  5.38043035e-03  1.64351175e+07 
 3.86345949e+14  4.75977883e+33  1.68801000e+01  1.35372263e-01  5.79060000e+00  9.92228378e-02  6.12683587e-02  4.83187279e-01  5.56102970e-03  1.59202622e+07 
 3.88229635e+14  4.81168080e+33  1.67651000e+01  1.36172058e-01  5.80360000e+00  1.00154226e-01  6.21214104e-02  4.79387556e-01  5.74282680e-03  1.54271194e+07 
 3.90113321e+14  4.86411913e+33  1.66521000e+01  1.36976226e-01  5.81560000e+00  1.01061418e-01  6.29783129e-02  4.75886037e-01  5.92885330e-03  1.49505839e+07 
 3.91997008e+14  4.91668074e+33  1.65431000e+01  1.37778392e-01  5.82760000e+00  1.01970307e-01  6.38230941e-02  4.72387012e-01  6.11545132e-03  1.44935846e+07 
 3.93880694e+14  4.96968495e+33  1.64361000e+01  1.38583429e-01  5.83960000e+00  1.02884187e-01  6.46701727e-02  4.68890657e-01  6.30590661e-03  1.40524899e+07 
 3.95764380e+14  5.02290727e+33  1.63311000e+01  1.39387873e-01  5.85160000e+00  1.03800704e-01  6.55189995e-02  4.65396493e-01  6.50018230e-03  1.36284400e+07 
 3.97648066e+14  5.07647835e+33  1.62291000e+01  1.40193716e-01  5.86360000e+00  1.04721206e-01  6.63609191e-02  4.61904562e-01  6.69609064e-03  1.32196252e+07 
 3.99531752e+14  5.13036241e+33  1.61291000e+01  1.41000358e-01  5.87560000e+00  1.05645280e-01  6.72032594e-02  4.58414646e-01  6.89544214e-03  1.28256708e+07 
 4.01415438e+14  5.18450136e+33  1.60321000e+01  1.41806949e-01  5.88660000e+00  1.06541134e-01  6.80369670e-02  4.55227313e-01  7.09590566e-03  1.24463128e+07 
 4.03299124e+14  5.23904818e+33  1.59371000e+01  1.42615702e-01  5.89860000e+00  1.07472581e-01  6.88696976e-02  4.51741579e-01  7.29936528e-03  1.20798973e+07 
 4.05182810e+14  5.29375596e+33  1.58441000e+01  1.43422971e-01  5.90960000e+00  1.08374569e-01  6.97007880e-02  4.48559070e-01  7.50570703e-03  1.17274687e+07 
 4.07066497e+14  5.34896655e+33  1.57531000e+01  1.44233760e-01  5.92060000e+00  1.09281747e-01  7.05297686e-02  4.45379668e-01  7.71469127e-03  1.13862957e+07 
 4.08950183e+14  5.40427112e+33  1.56651000e+01  1.45042056e-01  5.93260000e+00  1.10221641e-01  7.13467620e-02  4.41898957e-01  7.92367333e-03  1.10583687e+07 
 4.10833869e+14  5.46011947e+33  1.55781000e+01  1.45854404e-01  5.94360000e+00  1.11135542e-01  7.21693817e-02  4.38723713e-01  8.13734097e-03  1.07405272e+07 
 4.12717555e+14  5.51608883e+33  1.54931000e+01  1.46664631e-01  5.95460000e+00  1.12050713e-01  7.29878680e-02  4.35550067e-01  8.35310384e-03  1.04347228e+07 
 4.14601241e+14  5.57250889e+33  1.54101000e+01  1.47477507e-01  5.96460000e+00  1.12938431e-01  7.38017109e-02  4.32683649e-01  8.57066901e-03  1.01386807e+07 
 4.16484927e+14  5.62914399e+33  1.53291000e+01  1.48289602e-01  5.97560000e+00  1.13860256e-01  7.46101487e-02  4.29514600e-01  8.78982974e-03  9.85323041e+06 
 4.18368613e+14  5.68613669e+33  1.52491000e+01  1.49102957e-01  5.98660000e+00  1.14785701e-01  7.54224581e-02  4.26347392e-01  9.01325044e-03  9.57722281e+06 
 4.20252300e+14  5.74343848e+33  1.51711000e+01  1.49916839e-01  5.99760000e+00  1.15714234e-01  7.62283586e-02  4.23181846e-01  9.23788555e-03  9.31052639e+06 
 4.22135986e+14  5.80100475e+33  1.50951000e+01  1.50730632e-01  6.00760000e+00  1.16612918e-01  7.70271386e-02  4.20324334e-01  9.46345357e-03  9.05295582e+06 
 4.24019672e+14  5.85897417e+33  1.50201000e+01  1.51546236e-01  6.01760000e+00  1.17515370e-01  7.78285178e-02  4.17469357e-01  9.69285191e-03  8.80355956e+06 
 4.25903358e+14  5.91711492e+33  1.49471000e+01  1.52360417e-01  6.02860000e+00  1.18452007e-01  7.86216288e-02  4.14308717e-01  9.92276159e-03  8.56297898e+06 
 4.27787044e+14  5.97575289e+33  1.48751000e+01  1.53177689e-01  6.03860000e+00  1.19360698e-01  7.94165931e-02  4.11457837e-01  1.01562137e-02  8.32956099e+06 
 4.29670730e+14  6.03448402e+33  1.48051000e+01  1.53992413e-01  6.04860000e+00  1.20270047e-01  8.02020956e-02  4.08607979e-01  1.03897015e-02  8.10459931e+06 
 4.31554416e+14  6.09377646e+33  1.47361000e+01  1.54811077e-01  6.05860000e+00  1.21184659e-01  8.09886615e-02  4.05761017e-01  1.06264083e-02  7.88601354e+06 
 4.33438102e+14  6.15317702e+33  1.46691000e+01  1.55627389e-01  6.06860000e+00  1.22100038e-01  8.17646099e-02  4.02915038e-01  1.08626210e-02  7.67520866e+06 
 4.35321789e+14  6.21304665e+33  1.46031000e+01  1.56446316e-01  6.07860000e+00  1.23019735e-01  8.25407046e-02  4.00071370e-01  1.11017085e-02  7.47062255e+06 
 4.37205475e+14  6.27311754e+33  1.45381000e+01  1.57264151e-01  6.08860000e+00  1.23941089e-01  8.33164998e-02  3.97228796e-01  1.13436143e-02  7.27293012e+06 
 4.39089161e+14  6.33356524e+33  1.44741000e+01  1.58083305e-01  6.09860000e+00  1.24865814e-01  8.40918142e-02  3.94388097e-01  1.15882140e-02  7.08129516e+06 
 4.40972847e+14  6.39430733e+33  1.44121000e+01  1.58902611e-01  6.10760000e+00  1.25759480e-01  8.48545186e-02  3.91858890e-01  1.18313043e-02  6.89576045e+06 
 4.42856533e+14  6.45533396e+33  1.43511000e+01  1.59721949e-01  6.11760000e+00  1.26689083e-01  8.56157601e-02  3.89020959e-01  1.20766661e-02  6.71611911e+06 
