# rhoc (cgs) 	 Pc (cgs) 	 R (km) 	 M (msol) 	 R_core (km) 	 M_core (msol) 	 I/(MR^2) 	 I_crust/(M_crust R_crust^2)/(I/(MR^2)) 	 k_2 	 Lambda 
 2.30000000e+14  1.13479740e+33  3.64134110e+03  3.91488699e-01  2.45060000e+00  6.21920296e-03  1.28123664e-01  9.99999978e-01 -2.58800201e-03 -1.71097496e+16 
 2.37841522e+14  1.21962100e+33  3.65392710e+03  2.69009258e-01  2.64160000e+00  7.93067796e-03  1.21479339e-01  9.99999951e-01 -1.45858131e-03 -6.40416166e+16 
 2.45683045e+14  1.31452324e+33  2.03933610e+03  1.18151953e-01  2.82660000e+00  9.89342231e-03  4.16865246e-02  9.99998502e-01  1.58126417e-04  2.30044745e+16 
 2.53524567e+14  1.42080626e+33  6.18834100e+02  8.98078346e-02  3.00560000e+00  1.21170431e-02  5.61597660e-03  9.99780623e-01  1.80940107e-03  2.66933624e+15 
 2.61366090e+14  1.53978312e+33  2.90611100e+02  8.64828223e-02  3.18260000e+00  1.46558492e-02  2.69577854e-03  9.97090298e-01  4.80900106e-04  1.95674834e+13 
 2.69207612e+14  1.67278267e+33  1.72677100e+02  8.59117376e-02  3.35660000e+00  1.75211678e-02  2.44507683e-03  9.87870009e-01  2.72151730e-04  8.47794699e+11 
 2.77049135e+14  1.82264724e+33  1.15320100e+02  8.63974721e-02  3.53060000e+00  2.07850918e-02  3.02543386e-03  9.71387472e-01  1.96637664e-04  7.91142943e+10 
 2.84890657e+14  1.99330680e+33  8.23971000e+01  8.76535969e-02  3.70760000e+00  2.45487685e-02  4.28671190e-03  9.49337010e-01  1.66283483e-04  1.15912004e+10 
 2.92732180e+14  2.16854655e+33  6.33851000e+01  8.94191384e-02  3.86960000e+00  2.84251845e-02  6.08435375e-03  9.25563220e-01  1.61667266e-04  2.74772944e+09 
 3.00573702e+14  2.31646924e+33  5.30711000e+01  9.11673444e-02  3.99360000e+00  3.16938215e-02  7.92602257e-03  9.05183305e-01  1.72967790e-04  1.09806372e+09 
 3.08415225e+14  2.33071110e+33  5.23011000e+01  9.13355308e-02  4.00460000e+00  3.19952978e-02  8.10668150e-03  9.03298668e-01  1.74690298e-04  1.02139210e+09 
 3.16256747e+14  2.34137116e+33  5.17951000e+01  9.14491990e-02  4.01160000e+00  3.21926914e-02  8.22940620e-03  9.02059543e-01  1.75905528e-04  9.73625001e+08 
 3.24098270e+14  2.35181475e+33  5.13521000e+01  9.15502494e-02  4.01860000e+00  3.23836978e-02  8.33954644e-03  9.00873916e-01  1.77038896e-04  9.33534679e+08 
 3.31939792e+14  2.36205850e+33  5.09631000e+01  9.16399877e-02  4.02460000e+00  3.25511416e-02  8.43832222e-03  8.99832463e-01  1.78085851e-04  8.99605024e+08 
 3.39781315e+14  2.37211063e+33  5.06211000e+01  9.17194964e-02  4.02960000e+00  3.26955592e-02  8.52671100e-03  8.98931107e-01  1.79042065e-04  8.70709012e+08 
 3.47622837e+14  2.38196986e+33  5.03201000e+01  9.17897290e-02  4.03360000e+00  3.28173427e-02  8.60567222e-03  8.98166888e-01  1.79911400e-04  8.45987802e+08 
 3.55464360e+14  2.39165211e+33  5.00541000e+01  9.18516406e-02  4.03760000e+00  3.29350938e-02  8.67635988e-03  8.97435877e-01  1.80707896e-04  8.24725081e+08 
 3.63305882e+14  2.40116514e+33  4.98201000e+01  9.19060609e-02  4.04160000e+00  3.30492366e-02  8.73910275e-03  8.96734103e-01  1.81411509e-04  8.06371977e+08 
