# rhoc (cgs) 	 Pc (cgs) 	 R (km) 	 M (msol) 	 R_core (km) 	 M_core (msol) 	 I/(MR^2) 	 I_crust/(M_crust R_crust^2)/(I/(MR^2)) 	 k_2 	 Lambda 
 2.30000000e+14  1.06887387e+33  3.26674410e+03  4.78901493e-01  2.14160000e+00  4.37214187e-03  1.20446267e-01  9.99999987e-01 -5.95583663e-02 -8.35325574e+16 
 2.39367938e+14  1.19771522e+33  3.60108510e+03  3.88309257e-01  2.47360000e+00  6.88056520e-03  1.27366874e-01  9.99999974e-01 -1.31009325e-03 -8.53392435e+15 
 2.48735877e+14  1.34531296e+33  2.98206710e+03  1.65465562e-01  2.77660000e+00  9.93650634e-03  8.55419667e-02  9.99999761e-01  1.01833882e-04  1.83869477e+16 
 2.58103815e+14  1.51397877e+33  4.79998100e+02  8.71262162e-02  3.06160000e+00  1.35989681e-02  4.15444691e-03  9.99402234e-01  9.65881011e-04  4.65527491e+14 
 2.67471754e+14  1.70575726e+33  1.77423100e+02  8.47301177e-02  3.33260000e+00  1.79042721e-02  2.43317580e-03  9.88051211e-01  2.80928478e-04  1.07405349e+12 
 2.76839692e+14  1.92259347e+33  9.67121000e+01  8.57435299e-02  3.59160000e+00  2.28796634e-02  3.55512609e-03  9.59735061e-01  1.78355680e-04  3.09209337e+10 
 2.86207631e+14  2.07903374e+33  7.19721000e+01  8.72628274e-02  3.75460000e+00  2.64910420e-02  5.07013657e-03  9.36717253e-01  1.62067502e-04  5.87406555e+09 
 2.95575569e+14  2.27470727e+33  5.49381000e+01  8.95710306e-02  3.93160000e+00  3.08916910e-02  7.46923923e-03  9.08364347e-01  1.69847926e-04  1.40009965e+09 
 3.04943507e+14  2.48190674e+33  4.42291000e+01  9.23550381e-02  4.09660000e+00  3.54929797e-02  1.05030423e-02  8.78644204e-01  2.07502850e-04  4.96397970e+08 
 3.14311446e+14  2.70074339e+33  3.70071000e+01  9.55396650e-02  4.25160000e+00  4.02911493e-02  1.41055316e-02  8.47803002e-01  2.85745038e-04  2.36621267e+08 
 3.23679384e+14  2.93134596e+33  3.18811000e+01  9.90721800e-02  4.39760000e+00  4.52713693e-02  1.82036736e-02  8.16221050e-01  4.20199858e-04  1.37699439e+08 
 3.33047323e+14  3.17395998e+33  2.80951000e+01  1.02914371e-01  4.53560000e+00  5.04250638e-02  2.27258899e-02  7.84283607e-01  6.29017993e-04  9.05741441e+07 
 3.42415261e+14  3.42927837e+33  2.52071000e+01  1.07043518e-01  4.66660000e+00  5.57525855e-02  2.76075522e-02  7.52317030e-01  9.31229158e-04  6.40379602e+07 
 3.51783200e+14  3.69712744e+33  2.29521000e+01  1.11428568e-01  4.79160000e+00  6.12531603e-02  3.27735448e-02  7.20583732e-01  1.34406037e-03  4.73278248e+07 
 3.61151138e+14  3.97772693e+33  2.11541000e+01  1.16048864e-01  4.90960000e+00  6.68756867e-02  3.81622404e-02  6.89719883e-01  1.88283386e-03  3.59872511e+07 
 3.70519076e+14  4.27148524e+33  1.96941000e+01  1.20890042e-01  5.02360000e+00  7.26874763e-02  4.37225874e-02  6.59344957e-01  2.56046241e-03  2.79006836e+07 
 3.79887015e+14  4.57879863e+33  1.84901000e+01  1.25939918e-01  5.13160000e+00  7.86120534e-02  4.94100816e-02  6.30223911e-01  3.38688265e-03  2.19405643e+07 
 3.89254953e+14  4.89956779e+33  1.74871000e+01  1.31180235e-01  5.23560000e+00  8.46911685e-02  5.51665675e-02  6.02051593e-01  4.36515287e-03  1.74507776e+07 
 3.98622892e+14  5.23401159e+33  1.66401000e+01  1.36599615e-01  5.33560000e+00  9.09104338e-02  6.09693121e-02  5.74977318e-01  5.49977758e-03  1.40102469e+07 
