# rhoc (cgs) 	 Pc (cgs) 	 R (km) 	 M (msol) 	 R_core (km) 	 M_core (msol) 	 I/(MR^2) 	 I_crust/(M_crust R_crust^2)/(I/(MR^2)) 	 k_2 	 Lambda 
 2.30000000e+14  1.26583702e+33  3.57279610e+03  4.98959690e-01  3.23060000e+00  1.40646646e-02  1.35504511e-01  9.99999934e-01 -1.85344359e-02 -3.31330643e+16 
 2.35367247e+14  1.36629916e+33  3.80400610e+03  2.26768491e-01  3.40460000e+00  1.66896352e-02  1.30746205e-01  9.99999825e-01 -1.16127830e-04 -1.46486350e+16 
 2.40734494e+14  1.47603809e+33  4.57402100e+02  7.85427432e-02  3.57560000e+00  1.96020301e-02  3.59321066e-03  9.98352173e-01  8.01242209e-04  5.09674191e+14 
 2.46101741e+14  1.59567906e+33  1.70482100e+02  7.76175500e-02  3.74460000e+00  2.28281504e-02  2.13960705e-03  9.74298153e-01  2.45340255e-04  1.19105405e+12 
 2.51468988e+14  1.72852660e+33  9.81561000e+01  7.91067125e-02  3.91360000e+00  2.64361712e-02  3.09846350e-03  9.33656256e-01  1.59790865e-04  4.46313598e+10 
 2.56836235e+14  1.86746958e+33  6.80111000e+01  8.13835775e-02  4.07560000e+00  3.02672448e-02  4.96570241e-03  8.96079601e-01  1.41711904e-04  5.48516662e+09 
 2.62203482e+14  2.02356553e+33  5.09751000e+01  8.43750482e-02  4.24160000e+00  3.46052198e-02  7.78410641e-03  8.59232039e-01  1.55445229e-04  1.18813569e+09 
 2.67570729e+14  2.18826291e+33  4.07591000e+01  8.78442662e-02  4.40160000e+00  3.92099296e-02  1.13836798e-02  8.23754779e-01  2.07224224e-04  4.23218589e+08 
 2.72937976e+14  2.36827315e+33  3.38391000e+01  9.18948228e-02  4.56260000e+00  4.42853323e-02  1.58683193e-02  7.87418774e-01  3.21133275e-04  2.06486891e+08 
 2.78305223e+14  2.45405943e+33  3.14631000e+01  9.38779483e-02  4.63460000e+00  4.67019985e-02  1.81349687e-02  7.70923201e-01  4.00833654e-04  1.60961557e+08 
 2.83672470e+14  2.56676033e+33  2.90121000e+01  9.64184663e-02  4.72060000e+00  4.97363143e-02  2.10884543e-02  7.50923502e-01  5.28554224e-04  1.23809127e+08 
 2.89039718e+14  2.68222939e+33  2.70131000e+01  9.89993293e-02  4.80260000e+00  5.27789766e-02  2.41288997e-02  7.31590465e-01  6.89803085e-04  9.90841940e+07 
 2.94406965e+14  2.80062040e+33  2.53521000e+01  1.01618034e-01  4.88160000e+00  5.58479574e-02  2.72385009e-02  7.12742746e-01  8.87625830e-04  8.14730658e+07 
 2.99774212e+14  2.92196801e+33  2.39511000e+01  1.04270461e-01  4.95660000e+00  5.89113164e-02  3.04004936e-02  6.94651747e-01  1.12454925e-03  6.82916669e+07 
 3.05141459e+14  3.04611237e+33  2.27571000e+01  1.06949382e-01  5.02860000e+00  6.19858321e-02  3.35922931e-02  6.77132789e-01  1.40180937e-03  5.80698271e+07 
 3.10508706e+14  3.17340100e+33  2.17231000e+01  1.09659004e-01  5.09760000e+00  6.50684728e-02  3.68180533e-02  6.60225381e-01  1.72248333e-03  4.99011923e+07 
 3.15875953e+14  3.30341778e+33  2.08251000e+01  1.12387799e-01  5.16460000e+00  6.81773451e-02  4.00455217e-02  6.43702530e-01  2.08527771e-03  4.32585468e+07 
