# rhoc (cgs) 	 Pc (cgs) 	 R (km) 	 M (msol) 	 R_core (km) 	 M_core (msol) 	 I/(MR^2) 	 I_crust/(M_crust R_crust^2)/(I/(MR^2)) 	 k_2 	 Lambda 
 2.30000000e+14  2.76529012e+33  1.90201000e+01  1.57324422e-01  6.03560000e+00  8.13629725e-02  7.09314047e-02  7.17117843e-01  7.99282322e-03  1.96043227e+07 
 2.31989755e+14  2.82678530e+33  1.87781000e+01  1.59577429e-01  6.08560000e+00  8.37746435e-02  7.29809054e-02  7.09094363e-01  8.54482192e-03  1.83093240e+07 
 2.33979509e+14  2.88828048e+33  1.85501000e+01  1.61813146e-01  6.13360000e+00  8.61539576e-02  7.50014353e-02  7.01339484e-01  9.10969265e-03  1.71290930e+07 
 2.35969264e+14  2.94977567e+33  1.83371000e+01  1.64030989e-01  6.18060000e+00  8.85307420e-02  7.69747508e-02  6.93663415e-01  9.68091078e-03  1.60512309e+07 
 2.37959019e+14  3.01127085e+33  1.81371000e+01  1.66230454e-01  6.22660000e+00  9.09030681e-02  7.89071814e-02  6.86072910e-01  1.02591539e-02  1.50648986e+07 
 2.39948773e+14  3.07533442e+33  1.79401000e+01  1.68503281e-01  6.27260000e+00  9.33387445e-02  8.08891513e-02  6.78446728e-01  1.08718654e-02  1.41239099e+07 
 2.41938528e+14  3.13941259e+33  1.77551000e+01  1.70758764e-01  6.31760000e+00  9.57687307e-02  8.28274009e-02  6.70918580e-01  1.14900387e-02  1.32614334e+07 
 2.43928283e+14  3.20349077e+33  1.75811000e+01  1.72995905e-01  6.36060000e+00  9.81555259e-02  8.47225044e-02  6.63711550e-01  1.21125963e-02  1.24697208e+07 
 2.45918038e+14  3.26756894e+33  1.74161000e+01  1.75214287e-01  6.40260000e+00  1.00531646e-01  8.65861016e-02  6.56619961e-01  1.27425573e-02  1.17417260e+07 
 2.47907792e+14  3.33335904e+33  1.72561000e+01  1.77472678e-01  6.44560000e+00  1.02991816e-01  8.84594692e-02  6.49262116e-01  1.33933650e-02  1.10538563e+07 
 2.49897547e+14  3.40001195e+33  1.71031000e+01  1.79742439e-01  6.48660000e+00  1.05415966e-01  9.03156444e-02  6.42277121e-01  1.40554469e-02  1.04119975e+07 
 2.51887302e+14  3.46666486e+33  1.69571000e+01  1.81993594e-01  6.52760000e+00  1.07863395e-01  9.21463458e-02  6.35197264e-01  1.47256665e-02  9.82020926e+06 
 2.53877056e+14  3.53331777e+33  1.68201000e+01  1.84225797e-01  6.56660000e+00  1.10258333e-01  9.39241495e-02  6.28478724e-01  1.53920760e-02  9.27376799e+06 
 2.55866811e+14  3.60079550e+33  1.66881000e+01  1.86466159e-01  6.60560000e+00  1.12685600e-01  9.56913311e-02  6.21698640e-01  1.60702003e-02  8.76241879e+06 
 2.57856566e+14  3.66994797e+33  1.65591000e+01  1.88743366e-01  6.64360000e+00  1.15119083e-01  9.74718113e-02  6.15117835e-01  1.67692693e-02  8.27766192e+06 
 2.59846320e+14  3.73910044e+33  1.64371000e+01  1.91001825e-01  6.68160000e+00  1.17572670e-01  9.92089695e-02  6.08453622e-01  1.74661662e-02  7.82896535e+06 
 2.61836075e+14  3.80825290e+33  1.63211000e+01  1.93241254e-01  6.71760000e+00  1.19967087e-01  1.00909827e-01  6.02178208e-01  1.81628130e-02  7.41309194e+06 
 2.63825830e+14  3.87740537e+33  1.62101000e+01  1.95461412e-01  6.75360000e+00  1.22379087e-01  1.02582548e-01  5.95825497e-01  1.88619512e-02  7.02713523e+06 
 2.65815584e+14  3.94891607e+33  1.61011000e+01  1.97737911e-01  6.78960000e+00  1.24842475e-01  1.04272204e-01  5.89470025e-01  1.95817723e-02  6.65653783e+06 
 2.67805339e+14  4.02045156e+33  1.59971000e+01  1.99996400e-01  6.82460000e+00  1.27283393e-01  1.05928647e-01  5.83280237e-01  2.03008217e-02  6.31215140e+06 
