# rhoc (cgs) 	 Pc (cgs) 	 R (km) 	 M (msol) 	 R_core (km) 	 M_core (msol) 	 I/(MR^2) 	 I_crust/(M_crust R_crust^2)/(I/(MR^2)) 	 k_2 	 Lambda 
 2.30000000e+14  1.12254337e+33  3.69328910e+03  4.64793843e-01  6.28260000e+00  4.62897007e-02  1.36990537e-01  9.99999320e-01 -2.74164899e-03 -8.24792919e+15 
 2.40848597e+14  1.27796588e+33  2.85801410e+03  1.36140963e-01  6.29960000e+00  4.92587695e-02  7.95827754e-02  9.99992966e-01  3.79229411e-05  1.46841273e+16 
 2.51697194e+14  1.46692862e+33  2.72732100e+02  7.87506319e-02  6.32560000e+00  5.30551850e-02  2.34745079e-03  9.51545242e-01  4.14294331e-04  1.96014598e+13 
 2.62545792e+14  1.69523857e+33  1.07186100e+02  7.95780413e-02  6.36560000e+00  5.79057619e-02  2.91440624e-03  7.26945555e-01  1.68693176e-04  7.10218555e+10 
 2.73394389e+14  1.96719114e+33  6.04971000e+01  8.29363491e-02  6.42160000e+00  6.39699198e-02  6.06547499e-03  5.59452035e-01  1.43498964e-04  2.81426741e+09 
 2.84242986e+14  2.10159355e+33  4.98241000e+01  8.50177002e-02  6.45160000e+00  6.70567031e-02  8.23944550e-03  5.07629948e-01  1.59232208e-04  1.04532142e+09 
 2.95091583e+14  2.10372795e+33  4.97071000e+01  8.50472665e-02  6.45160000e+00  6.70942301e-02  8.27099143e-03  5.07083361e-01  1.59555723e-04  1.03340629e+09 
 3.05940180e+14  2.10586236e+33  4.96061000e+01  8.50726121e-02  6.45260000e+00  6.71378500e-02  8.29842588e-03  5.06428821e-01  1.59849574e-04  1.02330818e+09 
 3.16788778e+14  2.10799676e+33  4.95201000e+01  8.50942692e-02  6.45260000e+00  6.71656027e-02  8.32186064e-03  5.06025341e-01  1.60097761e-04  1.01475135e+09 
 3.27637375e+14  2.11647912e+33  4.92441000e+01  8.51631183e-02  6.45360000e+00  6.72667567e-02  8.39761759e-03  5.04531320e-01  1.60916048e-04  9.87827209e+08 
 3.38485972e+14  2.15524352e+33  4.81161000e+01  8.54441621e-02  6.45660000e+00  6.76819052e-02  8.71744332e-03  4.98438701e-01  1.64524463e-04  8.84787501e+08 
 3.49334569e+14  2.19346677e+33  4.71601000e+01  8.56840328e-02  6.45860000e+00  6.80456617e-02  9.00247670e-03  4.93150273e-01  1.67951370e-04  8.05612179e+08 
 3.60183166e+14  2.23116955e+33  4.63461000e+01  8.58883404e-02  6.45960000e+00  6.83613250e-02  9.25556154e-03  4.88591770e-01  1.71160485e-04  7.43646957e+08 
 3.71031764e+14  2.26837250e+33  4.56491000e+01  8.60614362e-02  6.45960000e+00  6.86326341e-02  9.47976350e-03  4.84687200e-01  1.74136724e-04  6.94347539e+08 
 3.81880361e+14  2.30510169e+33  4.50501000e+01  8.62070513e-02  6.45960000e+00  6.88745027e-02  9.67758451e-03  4.81180166e-01  1.76856309e-04  6.54566511e+08 
 3.92728958e+14  2.34137627e+33  4.45331000e+01  8.63284168e-02  6.45860000e+00  6.90787454e-02  9.85172212e-03  4.78206363e-01  1.79322617e-04  6.22084251e+08 
 4.03577555e+14  2.37721411e+33  4.40861000e+01  8.64283231e-02  6.45760000e+00  6.92595165e-02  1.00042475e-02  4.75529513e-01  1.81527715e-04  5.95304678e+08 
 4.14426152e+14  2.41263194e+33  4.36971000e+01  8.65092309e-02  6.45660000e+00  6.94192744e-02  1.01380978e-02  4.73111885e-01  1.83515717e-04  5.73049935e+08 
 4.25274750e+14  2.44764167e+33  4.33601000e+01  8.65733003e-02  6.45460000e+00  6.95488641e-02  1.02541091e-02  4.71114683e-01  1.85249849e-04  5.54444079e+08 
 4.36123347e+14  2.48225923e+33  4.30671000e+01  8.66224230e-02  6.45260000e+00  6.96615402e-02  1.03545098e-02  4.69319575e-01  1.86765124e-04  5.38816225e+08 
 4.46971944e+14  2.51650141e+33  4.28121000e+01  8.66582606e-02  6.45060000e+00  6.97590014e-02  1.04409761e-02  4.67703967e-01  1.88080812e-04  5.25648814e+08 
 4.57820541e+14  2.55038116e+33  4.25911000e+01  8.66823421e-02  6.44760000e+00  6.98314859e-02  1.05145009e-02  4.66442380e-01  1.89192063e-04  5.14532003e+08 
 4.68669138e+14  2.58391075e+33  4.23991000e+01  8.66959493e-02  6.44560000e+00  6.99029362e-02  1.05767983e-02  4.65131033e-01  1.90133899e-04  5.05146202e+08 
 4.79517736e+14  2.61710171e+33  4.22331000e+01  8.67002314e-02  6.44260000e+00  6.99519134e-02  1.06287729e-02  4.64144210e-01  1.90910711e-04  4.97235580e+08 
 4.90366333e+14  2.64996127e+33  4.20901000e+01  8.66962460e-02  6.43960000e+00  6.99908089e-02  1.06714593e-02  4.63275537e-01  1.91536285e-04  4.90588950e+08 
 5.01214930e+14  2.68250209e+33  4.19681000e+01  8.66848989e-02  6.43660000e+00  7.00205545e-02  1.07054940e-02  4.62514604e-01  1.92011868e-04  4.85037990e+08 
 5.12063527e+14  2.71473565e+33  4.18641000e+01  8.66669971e-02  6.43460000e+00  7.00532680e-02  1.07321002e-02  4.61656643e-01  1.92367038e-04  4.80439921e+08 
 5.22912124e+14  2.74667125e+33  4.17771000e+01  8.66432827e-02  6.43060000e+00  7.00559312e-02  1.07515507e-02  4.61278657e-01  1.92592630e-04  4.76677880e+08 
 5.33760722e+14  2.77831769e+33  4.17041000e+01  8.66143680e-02  6.42760000e+00  7.00629799e-02  1.07652008e-02  4.60788420e-01  1.92730329e-04  4.73655413e+08 
 5.44609319e+14  2.80968335e+33  4.16451000e+01  8.65809195e-02  6.42460000e+00  7.00638438e-02  1.07728914e-02  4.60373863e-01  1.92754885e-04  4.71283626e+08 
 5.55457916e+14  2.84077281e+33  4.15981000e+01  8.65433943e-02  6.42160000e+00  7.00590139e-02  1.07755418e-02  4.60029818e-01  1.92693577e-04  4.69497698e+08 
 5.66306513e+14  2.87159624e+33  4.15611000e+01  8.65022739e-02  6.41860000e+00  7.00490102e-02  1.07740881e-02  4.59750883e-01  1.92574013e-04  4.68234714e+08 
 5.77155110e+14  2.90216196e+33  4.15351000e+01  8.64579976e-02  6.41560000e+00  7.00343112e-02  1.07679301e-02  4.59532067e-01  1.92357782e-04  4.67442911e+08 
 5.88003708e+14  2.93247688e+33  4.15181000e+01  8.64108702e-02  6.41260000e+00  7.00152618e-02  1.07580495e-02  4.59369779e-01  1.92079308e-04  4.67083387e+08 
 5.98852305e+14  2.96254759e+33  4.15081000e+01  8.63613033e-02  6.40860000e+00  6.99811263e-02  1.07454263e-02  4.59455471e-01  1.91770258e-04  4.67108709e+08 
 6.09700902e+14  2.99238041e+33  4.15071000e+01  8.63096144e-02  6.40560000e+00  6.99546186e-02  1.07289839e-02  4.59393885e-01  1.91375167e-04  4.67487537e+08 
 6.20549499e+14  3.02197835e+33  4.15121000e+01  8.62559869e-02  6.40260000e+00  6.99247753e-02  1.07102522e-02  4.59378430e-01  1.90955426e-04  4.68195958e+08 
 6.31398096e+14  3.05134965e+33  4.15231000e+01  8.62007536e-02  6.39960000e+00  6.98919594e-02  1.06891950e-02  4.59405467e-01  1.90500605e-04  4.69200289e+08 
 6.42246694e+14  3.08050060e+33  4.15401000e+01  8.61440704e-02  6.39660000e+00  6.98563700e-02  1.06657958e-02  4.59472804e-01  1.90005420e-04  4.70484278e+08 
 6.53095291e+14  3.10943651e+33  4.15631000e+01  8.60862065e-02  6.39360000e+00  6.98183029e-02  1.06400342e-02  4.59577483e-01  1.89461913e-04  4.72021854e+08 
 6.63943888e+14  3.13816249e+33  4.15901000e+01  8.60272791e-02  6.39060000e+00  6.97779166e-02  1.06129264e-02  4.59717718e-01  1.88910701e-04  4.73798657e+08 
 6.74792485e+14  3.16668343e+33  4.16221000e+01  8.59675031e-02  6.38760000e+00  6.97354541e-02  1.05839447e-02  4.59891024e-01  1.88323064e-04  4.75795431e+08 
 6.85641082e+14  3.19500144e+33  4.16581000e+01  8.59070055e-02  6.38460000e+00  6.96910737e-02  1.05535928e-02  4.60095689e-01  1.87717261e-04  4.77998986e+08 
 6.96489680e+14  3.22312312e+33  4.16981000e+01  8.58459148e-02  6.38160000e+00  6.96449382e-02  1.05218624e-02  4.60329950e-01  1.87089281e-04  4.80397182e+08 
